Gene_Name	RVIS
COMMD3	60.09
COMMD3-BMI1	NA
COMMD4	48.12
COMMD5	84.35
COMMD6	67.72
COMMD7	41.25
COMMD8	87.82
COMMD9	64.32
COMP	22.65
COMT	40.16
COMTD1	NA
COPA	8.85
COPB1	6.72
COPB2	9.47
COPE	58.96
COPG1	8.1
COPG2	NA
COPS2	42.88
COPS3	20.26
COPS4	41.25
COPS5	44.54
COPS6	38.28
COPS7A	31.46
COPS7B	44.89
COPS8	58.26
COPZ1	46.2
COPZ2	NA
COQ10A	26.23
COQ10B	54.95
COQ2	64.32
COQ3	83.25
COQ4	80.01
COQ5	46.74
COQ6	85.68
COQ7	45.13
COQ9	85.04
CORIN	42.34
CORO1A	21.41
CORO1B	11.28
CORO1C	15.62
CORO2A	14.15
CORO2B	27.88
CORO6	35.75
CORO7	62.4
CORO7-PAM16	NA
CORT	42.88
COTL1	36.86
COX10	86.75
COX11	54.95
COX14	51.04
COX15	36.07
COX16	46.2
COX17	60.96
COX18	37.11
COX19	74.95
COX20	59.76
COX4I1	48.12
COX4I2	88.62
COX5A	41.25
COX5B	68.72
COX6A1	31.46
COX6A1P2	NA
COX6A2	69.83
COX6B1	51.04
COX6B2	75.87
COX6C	65.33
COX7A1	52.85
COX7A2	59.76
COX7A2L	36.86
COX7B	70.87
COX7B2	54.63
COX7C	62.38
COX8A	69.83
COX8C	56.25
CP	69.7
CPA1	64.74
CPA2	28.01
CPA3	95.45
CPA4	32.17
CPA5	74.63
CPA6	86.27
CPAMD8	98.55
CPB1	77.85
CPB2	37.43
CPD	52.25
CPE	50.22
CPEB1	19.73
CPEB2	NA
CPEB3	25.37
CPEB4	37.32
CPED1	52.35
CPLX1	41.25
CPLX2	54.63
CPLX3	54.95
CPLX4	46.2
CPM	79.25
CPN1	19.73
CPN2	71.62
CPNE1	90.72
CPNE2	9.17
CPNE3	75.58
CPNE4	12.24
CPNE5	8.37
CPNE6	16.53
CPNE7	4.65
CPNE8	26.53
CPNE9	60.31
CPO	84.61
CPOX	76.96
CPPED1	93.84
CPQ	88.8
CPS1	16.81
CPSF1	0.37
CPSF2	15.76
CPSF3	19.54
CPSF3L	2.16
CPSF4	41.25
CPSF4L	44.54
CPSF6	28.63
CPSF7	17.03
CPT1A	22.78
CPT1B	16.02
CPT1C	14.78
CPT2	80.31
CPVL	94.21
CPXCR1	89.02
CPXM1	6.03
CPXM2	33.53
CPZ	3.62
CR1	NA
CR1L	99.65
CR2	57.56
CRABP1	41.25
CRABP2	39.68
CRADD	53.51
CRAMP1L	5.34
CRAT	7.24
CRB1	0.84
CRB2	61.28
CRB3	33.97
CRBN	18.59
CRCP	73.11
CRCT1	NA
CREB1	59.76
CREB3	35.99
CREB3L1	71.5
CREB3L2	15.2
CREB3L3	14.67
CREB3L4	94.72
CREB5	15.62
CREBBP	1.54
CREBL2	60.96
CREBRF	11.68
CREBZF	43.29
CREG1	NA
CREG2	NA
CRELD1	75.51
CRELD2	87.66
CREM	34.6
CRH	NA
CRHBP	46.49
CRHR1	46.92
CRHR2	85.18
CRIM1	6.93
CRIP1	71.08
CRIP2	NA
CRIP3	48.12
CRIPAK	99.78
CRIPT	44.54
CRISP1	25.37
CRISP2	90.01
CRISP3	63.2
CRISPLD1	19.54
CRISPLD2	78
CRK	30.07
CRKL	31.46
CRLF1	16.36
CRLF2	NA
CRLF3	23.25
CRLS1	NA
CRMP1	13.67
CRNKL1	91.35
CRNN	86.71
CROCC	98.53
CROT	28.16
CRP	44.89
CRTAC1	13.16
CRTAM	82.78
CRTAP	NA
CRTC1	26.85
CRTC2	15.12
CRTC3	5.46
CRX	60.31
CRY1	10.3
CRY2	43.77
CRYAA	27.69
CRYAB	35.42
CRYBA1	77.7
CRYBA2	39.95
CRYBA4	68.13
CRYBB1	37.32
CRYBB2	72.01
CRYBB3	87.99
CRYBG3	NA
CRYGA	55.22
CRYGB	63
CRYGC	73.27
CRYGD	58.26
CRYGN	53.51
CRYGS	35.42
CRYL1	12.77
CRYM	58.53
CRYZ	78.59
CRYZL1	67.03
CS	51.4
CSAD	30.7
CSAG1	89.61
CSDA	73.54
CSDC2	35.42
CSDE1	8.32
CSE1L	8
CSF1	71.51
CSF1R	82.96
CSF2	76.67
CSF2RA	90.77
CSF2RB	7.32
CSF3	68.13
CSF3R	96.87
CSGALNACT1	45.65
CSGALNACT2	34.71
CSH1	NA
CSH2	43.29
CSHL1	92.95
CSK	43.57
CSMD1	0.02
CSMD2	1.92
CSMD3	0.35
CSN1S1	90.86
CSN2	61.49
CSN3	92.16
CSNK1A1	49.39
CSNK1A1L	81.48
CSNK1D	19.31
CSNK1E	30.07
CSNK1G1	30.37
CSNK1G2	37.32
CSNK1G3	31.46
CSNK2A1	30.07
CSNK2A2	51.04
CSNK2A3	NA
CSNK2B	46.2
CSNK2B-LY6G5B-1181	NA
CSPG4	73.79
CSPG5	55.45
CSPP1	34.97
CSRNP1	37.54
CSRNP2	36.07
CSRNP3	40.36
CSRP1	67.92
CSRP2	42.88
CSRP2BP	52.28
CSRP3	28.93
CST1	76.96
CST11	48.12
CST2	90.34
CST3	62.74
CST4	70.44
CST5	80.73
CST6	NA
CST7	53.19
CST8	64.51
CST9	80.01
CST9L	89.66
CSTA	73.11
CSTB	69.83
CSTF1	14.4
CSTF2	68.98
CSTF2T	17.16
CSTF3	17.03
CSTL1	92.16
CT45A1	NA
CT45A2	NA
CT45A3	NA
CT45A4	NA
CT45A5	NA
CT45A6	NA
CT47A1	NA
CT47A10	NA
CT47A11	NA
CT47A12	NA
CT47A2	NA
CT47A3	NA
CT47A4	NA
CT47A5	NA
CT47A6	NA
CT47A7	NA
CT47A8	NA
CT47A9	NA
CT47B1	NA
CT62	52.85
CTAG1A	NA
CTAG1B	NA
CTAG2	89.44
CTAGE1	34.95
CTAGE15	NA
CTAGE4	NA
CTAGE5	96.42
CTAGE6	NA
CTAGE8	NA
CTAGE9	NA
CTB-186H2.3	NA
CTBP1	13.94
CTBP2	74.96
CTBS	50.22
CTC1	16.81
CTC-260F20.3	NA
CTC-349C3.1	NA
CTC-360G5.1	NA
CTC-432M15.3	NA
CTC-435M10.3	NA
CTCF	32.94
CTCFL	92.8
CTD-2116N17.1	NA
CTD-2140B24.4	NA
CTD-2215E18.1	NA
CTD-2267D19.3	NA
CTD-3074O7.11	NA
CTDNEP1	56.64
CTDP1	11.48
CTDSP1	58.53
CTDSP2	36.86
CTDSPL	51.4
CTDSPL2	51.66
CTF1	NA
CTGF	36.86
CTH	67.03
CTHRC1	43.29
CTIF	6.83
CTLA4	53.19
CTNNA1	11.36
CTNNA2	16.63
CTNNA3	8.2
CTNNAL1	50.45
CTNNB1	18.44
CTNNBIP1	74.95
CTNNBL1	13.45
CTNND1	14.2
CTNND2	1.07
CTNS	40.56
CTPS1	13.94
CTPS2	39.95
CTR9	6.83
CTRB1	NA
CTRB2	NA
CTRC	55.22
CTRL	82.66
CTSA	10.73
CTSB	54.07
CTSC	24.33
CTSD	18.72
CTSE	88.42
CTSF	79.46
CTSG	81.38
CTSH	64.61
CTSK	30.07
CTSL1	63.2
CTSL2	29.16
CTSO	53.51
CTSS	67.92
CTSW	13.58
CTSZ	83.25
CTTN	21.73
CTTNBP2	3.9
CTTNBP2NL	48.69
CTU1	NA
CTU2	95.02
CTXN1	NA
CTXN2	73.79
CTXN3	77.45
CUBN	93.49
CUEDC1	34.71
CUEDC2	70.06
CUL1	21.2
CUL2	18.59
CUL3	43.29
CUL4A	25.64
CUL4B	28.63
CUL5	13.94
CUL7	3.39
CUL9	1.36
CUTA	92.16
CUTC	32.62
CUX1	2.01
CUX2	1.6
CUZD1	84.12
CWC15	NA
CWC22	59.11
CWC25	45.13
CWC27	33.2
CWF19L1	78.69
CWF19L2	83.55
CWH43	55.76
CX3CL1	21.65
CX3CR1	89.79
CXADR	53.51
CXCL1	77.45
CXCL10	71.81
CXCL11	70.87
CXCL12	54.95
CXCL13	67.72
CXCL14	59.43
CXCL16	82.66
CXCL17	44.54
CXCL2	NA
CXCL3	51.04
CXCL5	67.72
CXCL6	54.95
CXCL9	69.83
CXCR1	78.69
CXCR2	82.74
CXCR3	46.49
CXCR4	32.62
CXCR5	26.73
CXCR6	34.32
CXCR7	57.31
CXorf1	77.45
CXorf21	39.68
CXorf22	79.61
CXorf23	48.54
CXorf26	49.39
CXorf27	88.18
CXorf30	97.15
CXorf36	91.51
CXorf38	77.57
CXorf40A	59.76
CXorf40B	86.48
CXorf48	NA
CXorf56	56.25
CXorf57	26.73
CXorf58	86.17
CXorf59	75.12
CXorf61	52.85
CXorf64	90.83
CXorf65	74.95
CXorf66	87.4
CXorf67	NA
CXorf68	76.56
CXorf69	NA
CXXC1	9.47
CXXC11	86.33
CXXC4	52.85
CXXC5	31.46
CYB561	20.26
CYB561D1	61.49
CYB561D2	46.74
CYB5A	59.76
CYB5B	38.28
CYB5D1	70.26
CYB5D2	17.91
CYB5R1	43.57
CYB5R2	86.21
CYB5R3	80.2
CYB5R4	71.41
CYB5RL	87.54
CYBA	NA
CYBASC3	30.37
CYBB	74.18
CYBRD1	84.93
CYC1	35.99
CYCS	59.43
CYFIP1	4.99
CYFIP2	NA
CYGB	25.15
CYHR1	33.2
CYLC1	87.06
CYLC2	96.83
CYLD	9.47
CYorf17	NA
CYP11A1	55.61
CYP11B1	5.85
CYP11B2	81.67
CYP17A1	14.97
CYP19A1	19.73
CYP1A1	83.53
CYP1A2	18.19
CYP1B1	77.91
CYP20A1	70.52
CYP21A2	NA
CYP24A1	55.76
CYP26A1	40.36
CYP26B1	54.03
CYP26C1	NA
CYP27A1	32.23
CYP27B1	26.53
CYP27C1	50.22
CYP2A13	72.75
CYP2A6	71.64
CYP2A7	99.46
CYP2B6	98.44
CYP2C18	92.78
CYP2C19	85.82
CYP2C8	77.91
CYP2C9	72.71
CYP2D6	96.77
CYP2E1	33.42
CYP2F1	90.77
CYP2J2	15.86
CYP2R1	46.92
CYP2S1	57.48
CYP2U1	46.92
CYP2W1	81.01
CYP39A1	98.07
CYP3A4	22.65
CYP3A43	86.75
CYP3A5	40.36
CYP3A7	31.93
CYP46A1	31.46
CYP4A11	68.52
CYP4A22	99.35
CYP4B1	97.95
CYP4F11	16.74
CYP4F12	99.59
CYP4F2	70.73
CYP4F22	28.2
CYP4F3	69.69
CYP4V2	77.23
CYP4X1	19.73
CYP4Z1	72.6
CYP51A1	26.73
CYP7A1	60.47
CYP7B1	28.93
CYP8B1	26.93
CYR61	45.13
CYS1	NA
CYSLTR1	37.11
CYSLTR2	94
CYSTM1	49.39
CYTH1	20.54
CYTH2	16.36
CYTH3	20.26
CYTH4	60.47
CYTIP	13.94
CYTL1	70.06
CYYR1	86.08
D2HGDH	48.84
D4S234E	31.69
DAAM1	3.25
DAAM2	56.27
DAB1	52.09
DAB2	91.34
DAB2IP	3.47
DACH1	8.75
DACH2	22.36
DACT1	67.43
DACT2	93.77
DACT3	NA
DAD1	46.2
DAG1	19.04
DAGLA	18.96
DAGLB	55.86
DAK	22.75
DALRD3	33.2
DAND5	51.4
DAO	17.16
DAOA	87.82
DAP	69.83
DAP3	37.43
DAPK1	5.19
DAPK2	60.47
DAPK3	12.77
DAPL1	85.98
DAPP1	47.79
DARC	71.41
DARS	70.44
DARS2	67.19
DAXX	11.88
DAZ1	NA
DAZ2	NA
DAZ3	NA
DAZ4	NA
DAZAP1	20.26
DAZAP2	65.56
DAZL	68.98
DBC1	9.72
DBF4	64.74
DBF4B	69.51
DBH	52.38
DBI	NA
DBN1	47.12
DBNDD1	30.07
DBNDD2	NA
DBNL	52.09
DBP	NA
DBR1	23.51
DBT	87.95
DBX1	NA
DBX2	NA
DCAF10	27.42
DCAF11	48.78
DCAF12	27.69
DCAF12L1	30.37
DCAF12L2	37.32
DCAF13	88.48
DCAF15	18.9
DCAF16	63
DCAF17	23.25
DCAF4	94.29
DCAF4L1	50.01
DCAF4L2	53.85
DCAF5	6.86
DCAF6	36.23
DCAF7	NA
DCAF8	16.36
DCAF8L1	74.58
DCAF8L2	NA
DCAKD	69.37
DCBLD1	21.56
DCBLD2	85.76
DCC	4.52
DCD	78.16
DCDC1	17.16
DCDC2	88.74
DCDC2B	70.44
DCHS1	4.4
DCHS2	99.94
DCK	77.57
DCLK1	16.44
DCLK2	28.01
DCLK3	52.25
DCLRE1A	98.31
DCLRE1B	57.31
DCLRE1C	59.04
DCN	50.01
DCP1A	NA
DCP1B	85.76
DCP2	10.3
DCPS	40.56
DCST1	9.72
DCST2	8.63
DCSTAMP	82.25
DCT	18.14
DCTD	31.46
DCTN1	10.58
DCTN2	51.66
DCTN3	62.74
DCTN4	21.56
DCTN5	46.2
DCTN6	42.88
DCTPP1	68.98
DCUN1D1	47.79
DCUN1D2	68.98
DCUN1D3	24
DCUN1D4	35.42
DCUN1D5	52.85
DCX	46.2
DCXR	56.64
DDA1	52.85
DDAH1	46.49
DDAH2	49.76
DDB1	6.72
DDB2	51.66
DDC	75.51
DDHD1	48.78
DDHD2	42.23
DDI1	87.14
DDI2	28.63
DDIT3	68.98
DDIT4	31.46
DDIT4L	44.89
DDN	53.73
DDO	98.2
DDOST	26.85
DDR1	5.31
DDR2	13.05
DDRGK1	65.76
DDT	NA
DDTL	NA
DDX1	18.06
DDX10	22.78
DDX11	91.11
DDX17	21.2
DDX18	90.69
DDX19A	43.29
DDX19B	56.92
DDX20	96.61
DDX21	26.85
DDX23	8.75
DDX24	94.29
DDX25	24.19
DDX26B	48.69
DDX27	48.87
DDX28	72.6
DDX31	90.79
DDX39A	18.59
DDX39B	44.54
DDX3X	44.54
DDX3Y	NA
DDX4	32.15
DDX41	7.05
DDX42	8.47
DDX43	85.73
DDX46	6.72
DDX47	9.96
DDX49	40.56
DDX5	14.5
DDX50	19.73
DDX51	64.96
DDX52	57.48
DDX53	77.23
DDX54	74.73
DDX55	45.57
DDX56	20.78
DDX58	57.54
DDX59	91.67
DDX6	38.58
DDX60	31.69
DDX60L	98.78
DEAF1	10.43
DEC1	77.45
DECR1	51.66
DECR2	36.17
DEDD	49.76
DEDD2	38.58
DEF6	69.37
DEF8	52.15
DEFA1	NA
DEFA1B	NA
DEFA3	NA
DEFA4	79.04
DEFA5	53.51
DEFA6	86.48
DEFB1	48.12
DEFB103A	NA
DEFB103B	NA
DEFB104A	83
DEFB104B	NA
DEFB105A	NA
DEFB105B	NA
DEFB106A	NA
DEFB106B	NA
DEFB107A	NA
DEFB107B	NA
DEFB108B	94.47
DEFB110	41.25
DEFB112	54.95
DEFB113	42.88
DEFB114	52.85
DEFB115	67.72
DEFB116	73.97
DEFB118	72.01
DEFB119	78.46
DEFB121	47.79
DEFB123	52.85
DEFB124	86.89
DEFB125	73.11
DEFB126	70.06
DEFB127	84.27
DEFB128	91.76
DEFB129	76.05
DEFB130	NA
DEFB131	82.45
DEFB132	92.68
DEFB134	42.88
DEFB135	64.11
DEFB136	39.68
DEFB4A	NA
DEFB4B	NA
DEGS1	44.89
DEGS2	76.31
DEK	27.69
DEM1	78.59
DENND1A	3.86
DENND1B	25.15
DENND1C	93.47
DENND2A	12.07
DENND2C	90.79
DENND2D	33.34
DENND3	19.06
DENND4A	9.77
DENND4B	1
DENND4C	9.02
DENND5A	4.45
DENND5B	24.6
DENR	68.72
DEPDC1	43.91
DEPDC1B	17.91
DEPDC4	40.16
DEPDC5	6.62
DEPDC7	48.54
DEPTOR	58.96
DERA	25.37
DERL1	49.76
DERL2	42.88
DERL3	82.66
DES	21.56
DESI1	44.54
DESI2	67.72
DET1	9.17
DEXI	59.43
DFFA	80.1
DFFB	48.35
DFNA5	44.03
DFNB31	83.65
DFNB59	43.57
DGAT1	11.36
DGAT2	74.37
DGAT2L6	16.36
DGCR14	78.74
DGCR2	6.03
DGCR6	80.1
DGCR6L	56.92
DGCR8	8.47
DGKA	64.74
DGKB	9.61
DGKD	1.16
DGKE	28.01
DGKG	3.42
DGKH	4.92
DGKI	7.77
DGKQ	0.74
DGKZ	70.69
DGUOK	35.99
DHCR24	11.77
DHCR7	10.89
DHDDS	46.74
DHDH	96.71
DHFR	64.11
DHFRL1	66.82
DHH	NA
DHODH	57.31
DHPS	20.7
DHRS1	22.36
DHRS11	39.95
DHRS12	83.36
DHRS13	34.6
DHRS2	85.76
DHRS3	30.37
DHRS4	79.38
DHRS4L2	98.61
DHRS7	69.37
DHRS7B	50.01
DHRS7C	67.19
DHRS9	84.55
DHRSX	78.69
DHTKD1	90.48
DHX15	11.68
DHX16	52.25
DHX29	8.6
DHX30	3.54
DHX32	21.73
DHX33	40.63
DHX34	8
DHX35	30.86
DHX36	7.48
DHX37	7.64
DHX38	6.36
DHX40	12.24
DHX57	6.4
DHX58	33.56
DHX8	7.48
DHX9	6.17
DIABLO	38.58
DIAPH1	5.46
DIAPH2	8.37
DIAPH3	66.27
DICER1	3.44
DIDO1	4.15
DIEXF	91.07
DIMT1	41.25
DIO1	35.75
DIO2	56.64
DIO3	32.94
DIP2A	0.68
DIP2B	2.19
DIP2C	0.29
DIRAS1	44.54
DIRAS2	42.88
DIRAS3	49.76
DIRC1	83.63
DIRC2	32.94
DIS3	52.32
DIS3L	34.97
DIS3L2	33.53
DISC1	67.46
DISP1	74.78
DISP2	78.96
DIXDC1	NA
DKC1	61.49
DKFZP761J1410	NA
DKK1	76.81
DKK2	60.09
DKK3	86.17
DKK4	26.23
DKKL1	96.11
DLAT	74.63
DLC1	24.64
DLD	45.26
DLEC1	64.93
DLEU7	NA
DLG1	76.41
DLG2	3.04
DLG3	35.99
DLG4	15.76
DLG5	1.13
DLGAP1	3.05
DLGAP2	3
DLGAP3	10.8
DLGAP4	14.26
DLGAP5	37.66
DLK1	81.6
DLK2	42.06
DLL1	6.89
DLL3	NA
DLL4	4.56
DLST	14.57
DLX1	38.28
DLX2	41.25
DLX3	31.69
DLX4	74.18
DLX5	35.75
DLX6	41.25
DMAP1	13.45
DMBT1	99.72
DMBX1	36.07
DMC1	43.29
DMD	11.28
DMGDH	64.92
DMKN	77.98
DMP1	80.3
DMPK	13.15
DMRT1	25.56
DMRT2	NA
DMRT3	84.1
DMRTA1	NA
DMRTA2	NA
DMRTB1	NA
DMRTC1	NA
DMRTC1B	NA
DMRTC2	21.41
DMTF1	45.36
DMWD	19.54
DMXL1	11.89
DMXL2	2
DNA2	NA
DNAAF1	98.97
DNAAF2	NA
DNAAF3	84.61
DNAH1	28.64
DNAH10	94.1
DNAH10OS	NA
DNAH11	NA
DNAH12	88.36
DNAH14	94.67
DNAH17-AS1	NA
DNAH2	1.09
DNAH3	3.73
DNAH5	40.16
DNAH6	97.72
DNAH7	99.82
DNAH8	NA
DNAH9	78.06
DNAI1	32.23
DNAI2	54.12
DNAJA1	19.31
DNAJA2	31.46
DNAJA3	16.53
DNAJA4	83.98
DNAJB1	7.37
DNAJB11	49.76
DNAJB12	45.36
DNAJB13	76.31
DNAJB14	32.94
DNAJB2	43.57
DNAJB4	31.46
DNAJB5	25.15
DNAJB6	43.29
DNAJB7	85.1
DNAJB8	27.88
DNAJB9	66.82
DNAJC1	19.54
DNAJC10	85.73
DNAJC11	42.16
DNAJC12	72.23
DNAJC13	65.77
DNAJC14	30.56
DNAJC15	65.56
DNAJC16	5.26
DNAJC17	75.29
DNAJC18	14.4
DNAJC19	47.79
DNAJC2	48.35
DNAJC21	42.23
DNAJC22	27.69
DNAJC24	75.87
DNAJC25	NA
DNAJC25-GNG10	NA
DNAJC27	44.89
DNAJC28	71.41
DNAJC3	23.25
DNAJC30	76.96
DNAJC4	58.53
DNAJC5	30.07
DNAJC5B	60.09
DNAJC5G	74.18
DNAJC6	16.07
DNAJC7	25.15
DNAJC8	49.39
DNAJC9	71.08
DNAL1	69.83
DNAL4	46.2
DNALI1	75.43
DNASE1	75.63
DNASE1L1	51.66
DNASE1L2	46.74
DNASE1L3	72.6
DNASE2	76.05
DNASE2B	89.07
DND1	NA
DNER	8.1
DNHD1	99.88
DNLZ	NA
DNM1	19.54
DNM1L	8.75
DNM2	4.71
DNM3	6.72
DNMBP	23.26
DNMT1	3.33
DNMT3A	6.48
DNMT3B	2.54
DNMT3L	22.65
DNPEP	69.37
DNTT	33.42
DNTTIP1	54.95
DNTTIP2	43.98
DOC2A	19.73
DOC2B	NA
DOCK1	NA
DOCK10	7.38
DOCK11	47.26
DOCK2	6.1
DOCK3	2.01
DOCK4	11.53
DOCK5	1.15
DOCK6	9.42
DOCK7	0.88
DOCK8	1.9
DOCK9	0.67
DOHH	NA
DOK1	15.12
DOK2	25.73
DOK3	47.2
DOK4	15.76
DOK5	18.44
DOK6	71.27
DOK7	NA
DOLK	11.18
DOLPP1	28.63
DOM3Z	65.96
DONSON	72.38
DOPEY1	7.62
DOPEY2	0.28
DOT1L	0.45
DPAGT1	58.53
DPCD	74.18
DPCR1	99.06
DPEP1	13.1
DPEP2	40.45
DPEP3	64.61
DPF1	31.69
DPF2	24
DPF3	20.54
DPH1	76.36
DPH2	43.77
DPH3	60.96
DPH5	72.01
DPM1	56.64
DPM2	78.16
DPM3	52.85
DPP10	75.65
DPP3	88.89
DPP4	8.9
DPP6	NA
DPP7	69.57
DPP8	13.05
DPP9	12.53
DPPA2	72.23
DPPA3	82.45
DPPA4	61.49
DPPA5	69.83
DPRX	55.22
DPT	85.04
DPY19L1	26.53
DPY19L2	94.4
DPY19L3	15.91
DPY19L4	72.71
DPY30	58
DPYD	95.02
DPYS	7.71
DPYSL2	13.45
DPYSL3	29.16
DPYSL4	3.57
DPYSL5	22.51
DQX1	40.45
DR1	73.79
DRAM1	36.86
DRAM2	39.95
DRAP1	27.42
DRD1	26.53
DRD2	18.06
DRD3	29.16
DRD4	NA
DRD5	75.43
DRG1	39.68
DRG2	67.03
DRGX	51.66
DROSHA	23.66
DRP2	23.57
DSC1	86.85
DSC2	5.67
DSC3	71.68
DSCAM	0.43
DSCAML1	0.15
DSCC1	51.66
DSCR3	34.6
DSCR4	NA
DSCR6	89.96
DSE	29.54
DSEL	39.28
DSG1	96.1
DSG2	98.32
DSG3	14.81
DSG4	97.05
DSN1	43.29
DSP	1.32
DSPP	99.66
DST	20.71
DSTN	58
DSTYK	60.68
DTD1	38.28
DTHD1	95.84
DTL	57.41
DTNA	21.65
DTNB	12.46
DTNBP1	84.61
DTWD1	63
DTWD2	24.19
DTX1	10.37
DTX2	15.36
DTX3	22.09
DTX3L	29.43
DTX4	33.42
DTYMK	20.26
DUOX1	1.04
DUOX2	68.52
DUOXA1	70.52
DUOXA2	25.37
DUPD1	83.25
DUS1L	10.8
DUS2L	26.85
DUS3L	15.32
DUS4L	55.22
DUSP1	NA
DUSP10	22.51
DUSP11	67.92
DUSP12	43.57
DUSP13	94.97
DUSP14	32.62
DUSP15	NA
DUSP16	13.05
DUSP18	39.95
DUSP19	60.09
DUSP2	NA
DUSP21	67.92
DUSP22	71.41
DUSP23	NA
DUSP26	32.94
DUSP27	90.27
DUSP28	NA
DUSP3	31.46
DUSP4	24.19
DUSP5	94.52
DUSP6	61.49
DUSP7	24
DUSP8	NA
DUSP9	NA
DUT	NA
DUX4	NA
DUX4L3	NA
DUX4L4	NA
DUX4L7	NA
DUXA	68.98
DVL1	6.06
DVL2	5.69
DVL3	9.17
DYDC1	51.4
DYDC2	88.96
DYM	13.67
DYNC1H1	0.04
DYNC1I1	18.72
DYNC1I2	18.44
DYNC1LI1	80.2
DYNC1LI2	14.97
DYNC2H1	29.56
DYNC2LI1	95.87
DYNLL1	62.38
DYNLL2	58
DYNLRB1	52.85
DYNLRB2	59.76
DYNLT1	44.54
DYNLT3	52.85
DYRK1A	25.64
DYRK1B	11.18
DYRK2	18.72
DYRK3	65.96
DYRK4	53.98
DYSF	4.85
DYTN	98.83
DYX1C1	91.85
DZANK1	81.01
DZIP1	15.32
DZIP1L	54.12
DZIP3	6.91
E2F1	72.38
E2F2	93.16
E2F3	74.18
E2F4	13.94
E2F5	66.57
E2F6	56.64
E2F7	60.71
E2F8	13.1
E4F1	14.24
EAF1	83.14
EAF2	63.2
EAPP	76.96
EARS2	57.31
EBAG9	46.2
EBF1	23.25
EBF2	17.16
EBF3	16.44
EBF4	NA
EBI3	22.36
EBLN1	NA
EBLN2	89.44
EBNA1BP2	76.96
EBP	42.88
EBPL	42.88
ECD	57.52
ECE1	15.32
ECE2	10.59
ECEL1	54.07
ECH1	67.19
ECHDC1	38.58
ECHDC2	58.74
ECHDC3	77.16
ECHS1	48.35
ECI1	58.85
ECI2	72.6
ECM1	34.82
ECM2	77.26
ECSIT	24.33
ECT2	10.8
ECT2L	99.12
EDA	70.06
EDA2R	79.25
EDAR	24.46
EDARADD	66.82
EDC3	48.35
EDC4	4
EDDM3A	89.02
EDDM3B	79.04
EDEM1	9.17
EDEM2	46.99
EDEM3	15.95
EDF1	61.28
EDIL3	25.37
EDN1	38.58
EDN2	46.49
EDN3	28.93
EDNRA	27.42
EDNRB	72.6
EEA1	20
EED	25.15
EEF1A1	33.97
EEF1A2	15.62
EEF1B2	51.4
EEF1D	73.73
EEF1E1	42.88
EEF1G	24
EEF2	1.24
EEF2K	3.7
EEFSEC	28.11
EEPD1	32.15
EFCAB1	49.76
EFCAB10	NA
EFCAB11	85.42
EFCAB12	98.23
EFCAB13	89.3
EFCAB2	53.19
EFCAB3	84.55
EFCAB4A	NA
EFCAB4B	97.12
EFCAB5	98.18
EFCAB6	98.17
EFCAB7	96.03
EFCAB9	49.39
EFEMP1	13.45
EFEMP2	18.06
EFHA1	65.96
EFHA2	13.94
EFHB	97.55
EFHC1	93.63
EFHC2	82.78
EFHD1	43.29
EFHD2	41.64
EFNA1	70.06
EFNA2	NA
EFNA3	66.82
EFNA4	41.64
EFNA5	41.25
EFNB1	68.13
EFNB2	21.2
EFNB3	61.49
EFR3A	32.23
EFR3B	26.53
EFS	96.61
EFTUD1	88.09
EFTUD2	6.23
EGF	93.91
EGFL6	92.06
EGFL7	65.96
EGFL8	57.15
EGFLAM	91.39
EGFR	1.44
EGLN1	NA
EGLN2	12.88
EGLN3	48.12
EGR1	11.06
EGR2	37.11
EGR3	25.15
EGR4	NA
EHBP1	47.22
EHBP1L1	59.19
EHD1	4.39
EHD2	7.77
EHD3	6.48
EHD4	13.58
EHF	32.94
EHHADH	98.24
EHMT1	3.13
EHMT2	10.5
EI24	NA
EID1	47.79
EID2	78.16
EID2B	66.57
EID3	70.26
EIF1	62.38
EIF1AD	80.58
EIF1AX	58
EIF1AY	NA
EIF1B	58
EIF2A	38.82
EIF2AK1	74.63
EIF2AK2	15.62
EIF2AK3	60.65
EIF2AK4	14.27
EIF2B1	27.42
EIF2B2	34.32
EIF2B3	45.13
EIF2B4	13.45
EIF2B5	10.43
EIF2C1	12.24
EIF2C2	4.1
EIF2C3	8.32
EIF2C4	10.3
EIF2D	26.73
EIF2S1	38.28
EIF2S2	61.28
EIF2S3	62.74
EIF2S3L	NA
EIF3A	10.56
EIF3B	17.31
EIF3C	NA
EIF3CL	NA
EIF3D	19.31
EIF3E	33.97
EIF3F	33.2
EIF3G	11.06
EIF3H	27.42
EIF3I	41.25
EIF3J	64.11
EIF3K	74.18
EIF3L	13.33
EIF3M	39.95
EIF4A1	28.63
EIF4A2	38.28
EIF4A3	17.03
EIF4B	20.54
EIF4E	51.04
EIF4E1B	81.99
EIF4E2	30.07
EIF4E3	46.2
EIF4EBP1	NA
EIF4EBP2	41.25
EIF4EBP3	54.63
EIF4ENIF1	8.9
EIF4G1	5.21
EIF4G2	7.11
EIF4G3	71.7
EIF4H	51.4
EIF5	14.97
EIF5A	49.39
EIF5A2	59.43
EIF5AL1	NA
EIF5B	39.21
EIF6	56.92
ELAC1	55.22
ELAC2	10.12
ELANE	67.03
ELAVL1	31.46
ELAVL2	26.23
ELAVL3	12.77
