CCDSr20	%geneCov	RVIS[pop_maf_0.05%(any)]	%RVIS[pop_maf_0.05%(any)]	Edge_case_RVIS[pop_maf_0.05%(any)]	OE-ratio_[ExAC v2]	%OE-ratio_[ExAC v2]	alternative-RVIS[maf_0.0025%]	alternative-%RVIS[maf_0.0025%]
MAGI1	1	-1.887739609	3.567937439	N	0.976257861	42.7487987	-2.566946982	1.489942886
MANF	0.815789474	0.173685236	57.85923754	Y	1.008092518	60.42378278	0.077154531	54.37463786
MAP3K13	0.986626546	-0.589715572	24.37927664	N	0.9659505	37.65993169	-0.22144287	38.42397153
MAP4	0.981842818	-0.392673065	31.79863148	N	0.99076595	50.38499392	0.828626288	85.37372734
MAPKAPK3	1	-0.294370635	35.99217986	N	0.981874542	45.31349505	-0.604360096	22.24981376
MASP1	1	0.486162241	71.22189638	N	1.023195191	69.00943669	0.614089611	79.20701929
MB21D2	1	-0.03841783	47.60508309	N	0.936952273	26.71220981	-0.308294267	34.40112573
MBD4	1	0.293195598	63.14760508	N	0.982353235	45.57980663	-0.017118248	49.12672792
MBNL1	0.994656489	-0.785701076	18.50439883	N	0.916641016	20.87651248	-0.547239876	24.26951411
MCCC1	1	0.553340912	73.69501466	N	1.033523202	74.27777456	0.109676069	56.15429186
MCF2L2	0.989598382	-0.439460634	29.90224829	N	1.037459607	76.21721762	-0.406937507	30.0306266
MCM2	1	-0.858165008	16.71554252	N	0.909512554	19.21495976	0.06040387	53.44756229
MECOM	0.999413662	-0.574478849	24.88758553	N	0.912562917	19.98494761	-0.910393514	13.79024915
MED12L	1	-3.846378655	0.488758553	N	0.899561189	17.05552018	-4.364479146	0.297988577
MELTF	0.934221146	1.787569966	95.82600196	N	1.045774374	79.9166329	2.669998949	98.65077394
METTL6	1	-0.198568519	40.12707722	N	0.993081462	51.72234123	-0.180102418	40.44367188
MFN1	1	-0.798171676	18.15249267	N	1.018445857	66.54894923	-0.792119484	16.41420412
MFSD1	0.958255452	-1.041574622	12.31671554	N	1.033548246	74.29514271	-0.4440737	28.43307673
MGLL	0.978350515	-0.062036125	46.47116325	N	1.018723369	66.68210502	-0.048771657	47.44640344
MITF	0.997691864	-0.220933499	39.1886608	N	0.951523817	31.77212991	0.011397936	50.73255525
MKRN2	0.978107897	-0.447209936	29.56989247	N	0.962452103	36.0215365	-0.222484403	38.4074166
MLF1	0.869254341	0.318594572	64.25219941	N	1.038869982	76.81931338	0.528182767	76.18574621
MLH1	0.999573197	-0.328856724	34.43792766	N	0.979461035	44.27140624	-0.014068282	49.26744475
MME	1	-0.942645175	14.47702835	N	1.022283899	68.48839229	-0.584218432	22.9533979
MOBP	0.505952381	0.035637352	51.17302053	Y	0.894639163	16.17553407	0.20822602	61.2780399
MON1A	0.858514401	-0.959042782	14.02737048	N	0.975908601	42.55774909	-0.634795082	21.09924675
MORC1	0.997388182	-0.137961641	42.83479961	N	0.941343151	28.1827129	-0.452886538	28.07714593
MRAS	0.972006221	-0.169695654	41.37829912	Y	0.721638905	2.62259017	-0.323469738	33.7389289
MRPL3	1	0.174130891	57.87878788	N	1.018857045	66.73420946	0.352108825	68.33043622
MRPL47	1	0.126184119	55.62072336	N	1.024425467	69.77363515	0.24205803	62.98319676
MRPS22	1	-0.129320191	43.27468231	N	0.971882797	40.63567417	0.111248296	56.23706647
MRPS25	1	0.267618301	62.02346041	Y	0.99440912	52.50390783	0.284704317	65.12705902
MSL2	1	-0.891754039	15.92375367	N	0.833483292	8.012505066	-0.575406459	23.31760616
MST1	0.984416741	-0.300695339	35.71847507	N	1.035447216	75.30828461	-0.238012975	37.695555
MST1R	0.977097453	-0.74323515	19.6969697	N	1.032522419	73.80304522	0.698541272	81.80614188
MTMR14	0.973333333	-0.636145972	22.84457478	N	1.032252538	73.6119956	-0.484190783	26.76102972
MUC13	1	0.262715753	61.81818182	N	1.003168994	57.63908991	0.592800509	78.44549292
MUC20	0.615779645	2.332527021	98.0742913	N	N/A	N/A	1.54718036	94.97558149
MUSTN1	1	0.877579994	83.59726295	N	1.236922999	99.3457998	0.735310674	82.86565682
MYD88	1	-0.252930509	37.80058651	N	0.971920041	40.68198923	-0.213327585	38.85439947
MYH15	1	-0.106509655	44.38905181	N	1.014467605	64.36635211	0.105759267	55.95563281
MYL3	1	-0.296691117	35.89442815	Y	0.906899317	18.63602154	-0.163533443	41.33763761
MYLK	0.983290708	0.078711021	53.33333333	N	0.989265862	49.54553349	-0.120836296	43.4980548
MYNN	1	-0.572692014	24.94623656	N	0.959730059	34.90997511	-0.70892148	18.78155782
MYRIP	1	1.064124289	87.44868035	N	0.986311286	47.88398078	1.443396437	94.29682973
NAA50	1	-0.217999927	39.30596285	Y	0.773561829	4.353615469	-0.089844587	45.12871451
NAALADL2	0.988114754	0.82490519	82.34604106	N	1.068753287	87.69756267	0.525038078	76.09469415
NAT6	1	0.712957644	79.20821114	N	0.968324687	38.74254617	0.294642057	65.60715173
NBEAL2	0.958004011	-1.757435783	4.291300098	N	0.93892762	27.41272506	0.894464193	86.88022515
NCBP2	0.945205479	-0.343481454	33.84164223	Y	0.656756297	1.418398657	-0.356869945	32.11654664
NCEH1	1	-0.615292924	23.50928641	N	1.016048176	65.18844439	-0.468142279	27.47289132
NCK1	0.96779661	-0.338485388	34.01759531	N	0.968713079	38.91043826	-0.594854648	22.5974671
NCKIPSD	0.851150203	0.027799457	50.8113392	N	1.040455392	77.60087999	-0.205219762	39.21860773
NDUFAF3	1	-0.462098464	29.01270772	N	1.031896359	73.45568228	-0.316056067	34.03691747
NDUFB4	1	0.120836754	55.36656891	Y	1.071891922	88.50228681	0.275198484	64.62213393
NDUFB5	1	0.415558424	68.28934506	N	1.206045643	98.9868581	0.265779067	64.15031868
NECTIN3	0.672605791	-0.833199824	17.30205279	N	0.991973154	51.07971979	-0.656596718	20.34599785
NEK10	0.955419114	-0.325742184	34.5943304	N	0.975885189	42.54038094	-0.907616212	13.83991391
NEK11	0.973913043	0.527851238	72.79569892	N	1.107917334	94.81850287	0.75587495	83.37885937
NEK4	0.934648105	-0.503800342	27.41935484	N	0.991749669	50.94077462	0.529483861	76.26024336
NEPRO	1	-0.061587851	46.50048876	N	1.050059616	81.7113414	-0.048075981	47.49606821
NFKBIZ	0.867787369	-0.151330823	42.19941349	N	0.965377607	37.40519887	-0.260332161	36.66087244
NGLY1	0.927625355	-0.097324331	44.85826002	N	1.036704242	75.84090778	-0.377100393	31.29707806
NICN1	1	-0.130124673	43.23558162	N	0.873605035	12.72506224	-0.039440226	47.95132853
NISCH	0.947966137	-1.910565551	3.460410557	N	0.923635455	22.70016789	-0.949372074	12.88800596
NIT2	0.989619377	-0.405415059	31.28054741	N	0.983867195	46.45400336	-0.33968828	32.93601523
NKIRAS1	1	-0.266658297	37.16520039	Y	0.937313302	26.86273375	-0.390182414	30.67626852
NKTR	1	-0.227977542	38.86608016	N	0.956091936	33.63631101	-0.251367189	37.09957785
NLGN1	0.976286174	-1.255663658	8.924731183	N	0.91380253	20.22231228	-1.280949244	7.780812847
NMD3	0.94011976	-0.692471868	21.1827957	N	0.912959752	20.06020958	-0.529971821	24.97309825
NME6	1	0.365739867	66.285435	N	1.143867102	97.36004168	0.542399004	76.62445162
NME9	1	-0.003484979	49.28641251	N	0.984629535	46.95189023	0.254005012	63.53778661
NMNAT3	1	-0.17878311	40.94819159	N	1.111662359	95.19481271	0.099040915	55.58314709
NPHP3	0.989748597	-0.569496126	25.09286413	N	1.049628605	81.54344931	-0.380431186	31.12325139
NPRL2	1	-0.624832101	23.18670577	N	0.938485056	27.22167545	-0.375442631	31.36329774
NR1D2	0.989819005	-0.316380604	35.0342131	N	0.933668681	25.71064667	-0.756537482	17.31644731
NR1I2	1	-0.617162897	23.45063539	N	0.967072219	38.17518671	0.576749753	77.90745799
NR2C2	1	-0.925978103	14.92668622	N	0.764176014	3.919411799	-1.386307394	6.514361394
NRROS	1	-0.039484806	47.5659824	N	0.94454795	29.20164418	-0.429165087	29.03733135
NSUN3	1	-0.231630501	38.70967742	N	1.065910823	87.00862618	0.132527144	57.41246586
NT5DC2	0.872501351	-0.966261896	13.86119257	N	0.978341062	43.72141493	-0.105282245	44.31752338
NUDT16	0.793422405	0.315564134	64.10557185	N	1.023209606	69.02101546	0.010789495	50.68289049
NUP210	0.978865979	1.132711208	88.79765396	N	1.019226828	66.91946969	2.193555748	97.73197583
NXPE3	1	-0.976155035	13.66568915	N	0.950622853	31.49423956	-0.711102114	18.67395083
OGG1	0.96742292	0.287136619	62.87390029	N	1.061196038	85.61917443	0.045144972	52.61153878
OPA1	0.989053445	-0.939972713	14.51612903	N	0.91062495	19.45811382	-1.204205736	8.674778578
OR5AC2	1	0.71830358	79.39393939	N	0.961905625	35.79575059	0.096946691	55.4755401
OR5H1	1	1.289520673	91.30987292	N	1.041919232	78.26086957	0.578757448	77.96540022
OR5H14	1	1.413505761	92.8054741	N	0.966696457	38.00729462	0.779074834	84.00794636
OR5H15	1	1.442029253	93.18670577	N	0.992945561	51.6644474	0.595414349	78.56965483
OR5H2	1	0.868122496	83.47018573	N	1.044138613	79.21611764	0.514139143	75.61460144
OR5H6	1	0.591303669	74.95601173	N	1.029227061	72.13570312	0.256879686	63.71161328
OR5K1	1	1.309665979	91.58357771	N	1.016020353	65.18265501	0.733640213	82.80771459
OR5K2	1	0.080198939	53.40175953	N	0.998669974	54.98755283	0.528527489	76.21885605
OR5K3	0.943064182	0.698518738	78.71945259	N	1.019774801	67.19157066	0.640589294	80.09270756
OR5K4	0.98136646	1.680119697	95.15151515	N	1.024222659	69.5941643	0.829047254	85.40683718
OSBPL10	0.914920906	-1.09211122	11.34897361	N	0.976234889	42.73721994	-0.467447552	27.48944624
OSBPL11	1	-0.880701215	16.20723363	N	0.912427927	19.94442193	-0.656248219	20.36255277
OSTN	1	0.021200186	50.45943304	Y	0.934072916	25.89590691	0.060498033	53.46411721
OTOL1	0.797372061	0.515996066	72.32649071	N	1.034750283	74.90881723	0.137496858	57.68562205
OXNAD1	1	0.940759935	84.85826002	N	1.103197987	94.29745846	0.540388277	76.57478686
OXSM	1	-0.71074323	20.6744868	N	1.032777115	73.91304348	-0.632701718	21.16546643
OXSR1	1	-0.603531269	23.89051808	N	0.86019692	10.86667053	-0.63296416	21.14063405
OXTR	0.89693356	0.523215035	72.59042033	N	0.970251555	39.75568807	0.156507829	58.5961427
P2RY1	1	-0.647647298	22.50244379	N	0.92418131	22.86805998	-0.733166842	17.92897939
P2RY12	1	-0.191705014	40.39100684	N	0.970093017	39.66884733	-0.256232588	36.86780896
P2RY13	0.953227315	-0.09055428	45.15151515	N	1.015248144	64.78318763	0.025178034	51.53546892
P2RY14	1	0.288204024	62.94232649	N	0.994400023	52.49232907	0.166013336	59.07623541
P3H2	0.829592304	0.136168096	56.10948192	N	1.035227146	75.20986511	0.424312624	71.69108518
P4HTM	0.844547564	-0.025495819	48.17204301	N	0.965154539	37.31256875	-0.172428775	40.88237729
PAK2	1	-0.859852142	16.67644184	N	0.741115817	3.166792103	-1.079047345	10.45443258
PAQR9	0.890652557	-0.779997178	18.67057674	N	0.766635797	4.012041915	-1.033784227	11.35667577
PARL	1	-0.0125738	48.8172043	N	0.989513146	49.7076362	-0.475380441	27.15834782
PARP14	1	-1.58189475	5.474095797	N	0.947251264	30.13373473	-1.794367636	3.642082609
PARP15	0.634883721	0.692457562	78.49462366	N	1.029182959	72.11833497	0.538292842	76.50028971
PARP3	0.987372219	1.152258603	89.13000978	N	1.050817305	82.07607248	1.079951314	90.45608807
PARP9	1	-0.005263037	49.21798631	N	1.030971592	73.05042552	-0.166850686	41.15553348
PBRM1	0.995062744	-2.287561861	2.238514174	N	0.871061205	12.30822671	-1.876212739	3.261319427
PCBP4	0.910828025	-0.391332972	31.8572825	N	1.003232592	57.65645806	-0.39680789	30.43622217
PCCB	0.87816092	0.150604856	56.79374389	N	1.018476831	66.57789614	0.242925627	63.02458406
PCNP	0.880650995	-0.015696015	48.64125122	Y	1.068060892	87.50651306	0.143867516	57.97533317
PCOLCE2	0.9796875	0.454769921	70.01955034	N	1.175654092	98.47739246	1.003207344	89.23102392
PCYT1A	0.962897527	0.117450559	55.20039101	N	0.855598078	10.33983674	0.21118638	61.46842149
PDCD10	1	-0.249547236	37.93743891	Y	0.941702003	28.24060673	-0.313876752	34.11969208
PDCD6IP	0.946096654	-0.069162005	46.11925709	N	0.974927631	42.07723036	-0.381636446	31.08186408
PDE12	1	-0.873482299	16.39296188	N	1.033517502	74.2661958	-1.185794637	8.956212234
PDHB	1	-0.319859886	34.85826002	N	0.917021961	20.97493197	-0.506688537	25.77601192
PDIA5	0.972906404	-0.263888569	37.30205279	N	1.017939523	66.20737567	0.486141983	74.48886682
PDZRN3	0.772507553	-1.223248506	9.384164223	N	1.031651995	73.3514734	-1.165248659	9.23764589
PEX5L	0.962132536	-0.210685625	39.6285435	N	0.869982513	12.14033463	-0.49439139	26.25610463
PFKFB4	1	-1.032840945	12.53176931	N	0.959443122	34.80576622	-0.742322369	17.63926827
PFN2	0.748592871	-0.166666609	41.51515152	Y	0.927666861	23.92172755	-0.135191761	42.77791574
PHC3	1	-0.804950259	17.97653959	N	0.939559006	27.62114282	-1.359023894	6.770962669
PHF7	1	-0.451044646	29.41348974	N	0.888746726	15.20870723	-0.890580828	14.2206771
PHLDB2	0.965993352	-1.085554242	11.45650049	N	0.96819757	38.69623111	-0.678346118	19.57619402
PIGX	0.866666667	0.275995243	62.39491691	Y	N/A	N/A	0.220432339	61.93195927
PIGZ	0.951834862	0.493628863	71.51515152	N	0.996096476	53.36652579	0.548407379	76.88105289
PIK3CA	1	-1.25798191	8.866080156	N	0.722846884	2.645747699	-1.608112721	4.602268024
PIK3CB	1	-2.178032077	2.492668622	N	0.873011284	12.60927459	-1.564507794	4.867146759
PIK3R4	0.999758978	-1.234657916	9.217986315	N	0.918833749	21.3917675	-1.563589437	4.87542422
PLA1A	0.979861111	0.259329492	61.64222874	N	1.020190938	67.4405141	0.25452501	63.58745137
PLCD1	0.973228995	-0.3048838	35.51319648	N	0.982430595	45.64348984	0.424924812	71.71591756
PLCH1	0.97608486	-1.599390755	5.337243402	N	0.982957381	45.90401204	-1.801287734	3.584140386
PLCL2	1	-2.155207604	2.590420332	N	0.842021018	8.817229202	-2.688255108	1.266451453
PLCXD2	0.943031536	-0.186001375	40.61583578	N	1.032089506	73.52515487	0.025178034	51.53546892
PLD1	1	0.779738236	81.12414467	N	1.041586663	78.0871881	0.413681517	71.1613277
PLOD2	0.989375266	0.167360344	57.57575758	N	0.971520773	40.42725641	-0.214725269	38.79645725
PLS1	1	-0.367713568	32.83479961	N	0.987868562	48.86238638	-0.162662411	41.41213476
PLSCR1	1	0.411012315	68.11339198	N	1.026950314	71.01835234	-0.044062445	47.70300472
PLSCR2	0.898947368	0.166109802	57.52688172	N	0.990613734	50.30394257	0.017853416	51.08848605
PLSCR4	0.991159136	-0.097772631	44.82893451	N	0.96648467	37.92045389	0.44498425	72.64299313
PLSCR5	0.895238095	-0.184486753	40.68426197	N	0.966385917	37.85677068	0.091890084	55.20238391
PLXNA1	0.997074514	-3.092618645	0.948191593	N	0.872640935	12.58032768	-1.537666642	5.165135336
PLXNB1	0.945021381	0.319812529	64.30107527	N	0.919024604	21.49597638	-0.192613293	39.83941727
PLXND1	0.822406218	2.205094299	97.75171065	N	0.934274949	25.95959011	1.986414688	97.12772122
POC1A	0.984177215	0.548703569	73.51906158	N	1.000536809	56.06437793	0.387949907	69.9693734
PODXL2	0.831527627	0.337665803	65.1026393	N	1.02816188	71.61465872	0.123368951	56.92409569
POGLUT1	1	-0.070769252	46.07038123	N	0.952136524	32.03265212	-0.134494306	42.84413542
POLQ	0.998732412	0.547111128	73.46041056	N	0.999743853	55.62438488	0.701139102	81.89719394
POLR2H	1	-0.16399197	41.6226784	Y	0.94845874	30.63162161	-0.151760789	41.93361477
POMGNT2	1	0.854130276	83.06940371	N	0.942379927	28.44902449	1.244788074	92.49234335
POPDC2	0.934177215	0.347914447	65.4740958	N	0.967821222	38.52254964	0.275804021	64.68007615
POU1F1	1	-0.100446832	44.69208211	N	1.013625985	63.90320153	-0.306375849	34.4921778
PPARG	1	-0.798976269	18.13294233	N	0.900003055	17.15972906	-1.052531803	10.97591259
PPM1L	0.980304387	-0.341160108	33.9198436	N	0.868805063	11.98981069	-0.358873842	32.05032696
PPM1M	1	0.148998784	56.69599218	N	0.972990604	41.15671858	0.490072572	74.6378611
PPP1R2	1	0.15924759	57.1945259	Y	1.010576985	62.05638858	-0.070572305	46.21306183
PPP2R3A	1	0.333672939	64.91691105	N	1.006177557	59.29485324	0.103745604	55.8314709
PPP4R2	0.887608069	0.063088061	52.53176931	N	0.990870937	50.47183466	-0.096298662	44.79761609
PQLC2L	0.578291815	0.226534138	60.24437928	Y	0.99647758	53.65599491	0.372785117	69.31545402
PRICKLE2	1	-2.096993422	2.795698925	N	0.89534499	16.30868986	-1.876874976	3.244764506
PRKAR2A	0.931474104	0.207194074	59.38416422	N	1.013921658	64.08846176	0.094331557	55.31826836
PRKCD	0.992362768	-0.329302713	34.41837732	N	0.878625618	13.42557749	-0.892410453	14.17928979
PRKCI	1	-0.608074578	23.77321603	N	0.820672144	6.95304811	-0.558837205	23.91358331
PROK2	0.589552239	0.220830378	59.99022483	Y	1.169040646	98.35581543	0.14622231	58.11605
PROS1	1	-0.274136892	36.83284457	N	0.995557264	53.05389915	-0.159960218	41.51146428
PRR23A	0.692883895	-0.06168081	46.49071359	N	1.062498264	86.0533781	-0.173038827	40.84098998
PRR23B	0.832080201	0.670357526	77.71260997	N	1.033192943	74.09830371	0.261155899	63.91854979
PRR23C	0.684410646	0.147840194	56.63734115	Y	1.086238618	91.51276559	0.299092506	65.8223657
PRRT3	0.613971794	-0.081728325	45.57184751	N	1.031670733	73.36884154	-0.257803799	36.79331181
PRSS42	0.580178174	0.187766116	58.55327468	Y	1.131075142	96.65373705	0.074886575	54.24219849
PRSS45	1	0.824365284	82.32649071	N	1.096505102	93.23221212	0.783355463	84.14038573
PRSS50	0.965195246	0.779531438	81.1143695	N	0.97023717	39.73831992	0.657419028	80.63901995
PSMD2	0.951193445	-1.331337754	7.937438905	N	0.847938515	9.459850634	-1.330926481	7.110338548
PSMD6	0.851719198	-0.328592586	34.45747801	N	0.911315696	19.62600591	-0.318148377	33.94586541
PTH1R	0.94002181	-0.772326105	18.83675464	N	0.938895126	27.38956753	-0.410673878	29.88163232
PTPN23	0.999600559	-0.896485729	15.79667644	N	0.926921723	23.77120361	1.259670516	92.6910024
PTPRG	0.957341715	-1.330091424	7.966764418	N	1.013102862	63.56162797	-0.780324731	16.7121927
PTX3	0.73830156	0.271449661	62.17008798	N	1.096594701	93.26115903	0.020294959	51.22092542
PXK	0.911087306	-0.320569497	34.84848485	N	1.04355738	78.91506976	-0.422708034	29.32704246
PXYLP1	1	-0.518683982	26.85239492	N	0.965415021	37.42835639	-0.277162304	35.79173909
QARS	1	-1.240785752	9.120234604	N	0.997884583	54.53598101	-1.242235681	8.153298568
QRICH1	0.998730427	-1.232489633	9.257086999	N	0.771063852	4.208880912	-1.431487193	6.017713765
QTRT2	0.987082067	-0.316025408	35.04398827	N	0.978131691	43.63457419	-0.058016103	46.95803328
RAB43	0.885088919	-0.06016608	46.55913978	Y	1.038370621	76.55879118	-0.161178911	41.45352206
RAB5A	1	-0.369324801	32.76637341	Y	0.911712706	19.73021479	-0.409193031	29.92301962
RAB6B	1	-0.373514251	32.59042033	Y	0.684202729	1.846812945	-0.404484275	30.14651105
RAB7A	1	-0.297851777	35.85532747	Y	0.700934738	2.142071441	-0.244809763	37.38101151
RABL3	1	0.11629176	55.13196481	N	1.016566397	65.49528165	-0.034644002	48.22448473
RAD18	1	0.179478591	58.13294233	N	1.047328591	80.57662247	0.593232727	78.4703253
RAD54L2	0.954727921	-1.384133276	7.165200391	N	0.911027329	19.54495455	-0.898192784	14.03029551
RAF1	1	-1.152629142	10.34213099	N	0.882057363	13.95241128	-1.057066299	10.89313799
RAP2B	0.976449275	-0.286444365	36.32453568	Y	0.69909519	2.089967001	-0.340213706	32.89462793
RARB	1	-0.771617662	18.87585533	N	0.69741776	2.061020089	-0.988344877	12.11820214
RARRES1	0.697826087	0.153543891	56.93059629	Y	1.038441478	76.60510624	-0.0228709	48.82046188
RASA2	0.94322483	-1.249959225	9.012707722	N	0.963888502	36.6757367	-1.712698381	4.00629087
RASSF1	0.791044776	0.244089686	61.01661779	N	1.051907244	82.48711862	0.340075239	67.78412383
RBM15B	0.774784886	-1.80867652	3.978494624	N	0.915084796	20.50020263	-1.76983464	3.724857214
RBM5	1	-0.991752371	13.38220919	N	0.876737464	13.16505529	-0.885259172	14.344839
RBM6	1	-1.109945383	10.98729228	N	0.949050576	30.90372257	-1.063186703	10.76069862
RBMS3	0.969654199	-0.750316389	19.53079179	N	0.967824191	38.52833903	-0.532762719	24.87376873
RBP1	0.768545994	0.137947852	56.19745846	Y	0.990708611	50.36183639	0.077241281	54.38291532
RBP2	1	0.324655904	64.50635386	Y	1.017980895	66.23632258	0.575628059	77.84123831
RBSN	1	-0.338392245	34.02737048	N	0.96968189	39.43148266	-0.250479434	37.12441023
RETNLB	1	0.504146968	71.89638319	Y	1.055650559	83.87657037	0.341912099	67.85034351
RFC4	1	-0.095098479	44.9657869	N	1.02585015	70.50309732	-0.504071488	25.89189637
RFT1	0.96953405	0.290521618	63.03030303	N	0.94716406	30.08741967	0.273709673	64.57246917
RFTN1	1	0.170389801	57.73216031	N	1.029553236	72.35569965	0.302660884	66.02102475
RHO	1	0.05435475	52.10166178	N	1.010499987	62.01007353	0.037385694	52.2307756
RHOA	0.805970149	-0.155259203	42.03323558	Y	0.6018805	0.845249812	-0.230595483	38.05976326
RIOX2	1	0.685238596	78.23069404	N	1.04329879	78.84559717	0.793550204	84.47148415
RNF123	0.989982898	-0.565670672	25.18084066	N	0.931854554	25.10855092	0.123106356	56.89098585
RNF13	0.983022071	-0.394007681	31.74975562	N	0.961076233	35.45417704	-0.325386558	33.61476699
RNF168	1	0.328576871	64.69208211	N	1.076558655	89.60226944	0.107060465	56.04668488
RNF7	0.994285714	-0.081111015	45.60117302	Y	0.928512681	24.1359347	-0.027928134	48.57213807
ROBO1	0.9844479	-1.957742626	3.255131965	N	0.924669204	23.04753083	-2.609814691	1.415445741
ROBO2	1	-1.527504693	5.826001955	N	0.919851937	21.70439414	-1.37705054	6.580581078
ROPN1	0.746564885	0.213254384	59.64809384	N	0.950698028	31.51160771	0.196624857	60.6903402
ROPN1B	0.746564885	0.377147404	66.79374389	N	1.125851943	96.37005731	0.172730853	59.40733383
RPL14	1	0.466892629	70.49853372	N	1.045854073	79.94557981	0.330137471	67.32058604
RPL15	0.886524823	-0.127095407	43.37243402	Y	0.709009419	2.29259538	-0.235129445	37.84454929
RPL22L1	0.918635171	0.207907636	59.42326491	Y	1.04536094	79.72558328	0.284618066	65.11878156
RPL24	1	-0.179588511	40.90909091	Y	0.780099825	4.666242112	-0.216206165	38.69712772
RPL29	1	-0.266658297	37.16520039	Y	0.932466682	25.32275806	0.048637767	52.77708799
RPL32	1	0.026903875	50.76246334	Y	0.864803786	11.47455566	-0.151760789	41.93361477
RPL35A	1	0.001415095	49.51124145	Y	0.655747804	1.389451745	-0.108942707	44.12714179
RPL39L	1	0.493098633	71.47605083	Y	1.028701622	71.87518092	0.258196627	63.74472312
RPN1	0.884408602	-0.362009897	33.11827957	N	1.018014126	66.27684826	-0.539477427	24.60888999
RPP14	1	0.517070511	72.37536657	Y	0.977705944	43.43773519	0.313222	66.52594984
RPSA	1	-0.302394802	35.63049853	Y	0.802244906	5.882012389	-0.499800976	26.05744558
RPUSD3	0.992647059	0.75101175	80.32258065	N	1.120973575	96.00532623	0.786226039	84.23143779
RRP9	0.985175202	-0.015603399	48.65102639	N	0.94108529	28.1190297	0.104271212	55.88941313
RSRC1	0.99903568	-0.107665171	44.33040078	N	0.908244014	18.93128003	0.442543016	72.53538614
RTP1	0.997487437	0.284015404	62.7370479	N	1.027009163	71.04150987	0.061018967	53.49722705
RTP2	1	-0.304263404	35.53274682	N	1.004800382	58.50170787	-0.113128959	43.92848274
RTP3	1	-0.174239319	41.15347019	N	1.05370392	83.12395067	0.024917367	51.50235908
RTP4	1	0.784436958	81.29032258	N	1.075303808	89.353326	0.239616724	62.85075739
RUBCN	0.961892247	-0.129940676	43.24535679	N	0.976206613	42.72564117	-0.063776849	46.60210247
RUVBL1	0.992275281	-0.684545606	21.42717498	N	0.698743855	2.078388236	-0.869215188	14.66765996
RYK	0.87734139	0.026192365	50.72336266	N	N/A	N/A	0.041921185	52.44598957
SACM1L	1	-0.586774033	24.47702835	N	1.019800568	67.20893881	-0.267830955	36.1890572
SAMD7	0.987545788	-0.21790398	39.31573803	N	0.986477643	47.99976842	-0.239140615	37.64589024
SATB1	0.958813839	-1.450420951	6.402737048	N	0.730779097	2.859954843	-1.674840058	4.18011754
SCAP	0.946228338	-2.06690613	2.873900293	N	0.9753029	42.26827997	-0.716796517	18.46701432
SCHIP1	0.825688073	0.1189655	55.27859238	N	0.992748661	51.50813408	-0.16091725	41.47835444
SCN10A	0.99916318	1.274692462	91.09481916	N	0.9929585	51.68181555	0.865083474	86.18491847
SCN11A	1	-2.136183152	2.649071359	N	0.970206367	39.70358363	-1.745881553	3.849019121
SCN5A	0.998720205	-0.690704527	21.23167155	N	0.922070491	22.31227928	1.40819992	94.09817068
SEC13	1	-0.763238471	19.1202346	N	1.101091869	93.97325305	0.099301344	55.60797947
SEC22A	1	-0.371192947	32.69794721	N	1.08304826	90.93382736	-0.351635522	32.36487046
SEC22C	1	0.174487103	57.90811339	N	1.027774352	71.41203034	0.118138726	56.63438457
SEC61A1	1	-0.779997178	18.67057674	N	0.617353289	0.984194986	-0.924071029	13.48398311
SEC62	0.969055375	-0.295530738	35.93352884	N	0.857776914	10.53088635	-0.575931606	23.28449632
SELENOK	0.880398671	0.15960433	57.22385142	Y	1.012758191	63.34742083	0.463393955	73.4872941
SELENOT	0.746688742	-0.213810667	39.52101662	Y	0.908765283	19.07601459	-0.149406258	42.06605413
SEMA3F	0.98928277	-0.590872809	24.33040078	N	0.897719307	16.72552539	-0.138160625	42.5958116
SEMA3G	0.948941469	0.01986999	50.40078201	N	1.032602262	73.84357089	0.792246527	84.42181939
SEMA5B	0.873988127	0.255687012	61.50537634	N	0.980382639	44.68245238	0.055781749	53.19923847
SENP2	1	-0.806194691	17.95698925	N	0.928226268	24.06067273	-1.016686996	11.65466435
SENP5	1	-0.456298698	29.21798631	N	0.908055539	18.88496497	-1.061602271	10.80208592
SENP7	0.988289676	-0.139120445	42.7370479	N	0.945881782	29.56637527	-0.424455414	29.2359904
SERP1	1	0.099893348	54.31085044	Y	1.01518696	64.74266196	0.024483011	51.45269431
SERPINI1	1	0.322426129	64.40860215	N	1.013722724	63.9784635	-0.06534087	46.55243771
SERPINI2	0.9828125	0.21557138	59.75562072	N	1.060706111	85.48601864	-0.40875515	29.97268438
SETD2	0.817877814	-1.903725384	3.479960899	N	0.910592913	19.44074567	-2.616901036	1.39889082
SETD5	0.964734951	-1.330862127	7.956989247	N	0.922132911	22.34701557	-1.589358269	4.751262313
SETMAR	0.556282111	0.21254145	59.6285435	N	1.090350536	92.28854281	0.170896245	59.35766907
SFMBT1	1	-0.406836665	31.21212121	N	0.932447927	25.29960053	-0.171733569	40.89893221
SGO1	0.999423299	0.072269087	52.98142717	N	1.020330899	67.48103977	-0.229287357	38.15081533
SH3BP5	0.9	-0.829010408	17.40957967	N	0.945973725	29.58374341	-0.77101418	16.96879397
SHISA5	0.884308511	0.630430207	76.38318671	N	1.019874316	67.25525386	0.430509672	71.98079629
