Gene_Name	geneCov_ExACv2	RVIS_ExACv2	MTR_ExACv2
BVES	1	55.92375367	54.2117756
BYSL	1	71.06549365	43.61141666
C2	1	44.04692082	80.41451977
C6orf1	1	63.13782991	54.22914375
C6orf10	0.963881402	95.56207234	78.99033173
C6orf106	0.99890471	33.28445748	1.736814682
C6orf118	0.959778086	90.64516129	91.15382389
C6orf120	0.918402778	38.66080156	91.6053957
C6orf136	0.671078756	60.22482893	96.05743067
C6orf15	0.929735234	79.60899316	27.92798008
C6orf201	1	86.46138807	82.56238059
C6orf203	0.993333333	64.94623656	57.49435535
C6orf222	1	89.79472141	85.06339374
C6orf223	0.702806122	95.42521994	96.31795287
C6orf226	1	67.53665689	87.69177329
C6orf47	0.993220339	64.10557185	48.58449603
C6orf48	1	48.39687195	75.76564581
C6orf58	1	78.1427175	34.82892375
C6orf62	1	33.5483871	4.573611996
C6orf89	0.996340348	32.32649071	57.10646674
CAGE1	0.708676141	72.20918866	50.11868234
CAP2	1	19.63831867	36.20679673
CAPN11	0.893414211	48.22091887	54.58808545
CARMIL1	0.929342723	52.228739	25.32854744
CCDC167	1	51.82795699	40.27094309
CCDC170	0.973034735	93.62658847	61.79586638
CCDC28A	0.968047337	62.12121212	61.70902565
CCHCR1	1	93.73411535	57.42488277
CCNC	0.954241071	40.14662757	6.802524171
CCND3	0.926082365	60.26392962	41.46355584
CCR6	1	25.68914956	8.985121288
CD109	0.982758621	97.01857283	82.27291148
CD164	0.891729323	50.90909091	67.86892839
CD2AP	1	47.68328446	36.84362878
CD83	0.998422713	65.7771261	52.11022984
CDC40	1	32.99120235	11.06929891
CDC5L	0.993924666	7.106549365	5.621490187
CDK19	1	25.95307918	3.913622416
CDKAL1	1	42.42424242	25.88432814
CDKN1A	1	51.90615836	46.11821919
CDSN	0.91217064	90.09775171	54.90650148
CDYL	0.983725136	17.40957967	9.147223991
CENPQ	0.91257485	55.43499511	58.75644069
CENPW	1	63.68523949	53.05968853
CEP162	0.910250464	95.96285435	63.61373241
CEP57L1	1	79.6969697	80.84872344
CEP85L	0.938219493	60.75268817	39.06675158
CFAP206	1	87.82013685	41.8688126
CFB	1	22.7370479	48.63660047
CGA	0.787280702	46.29521017	7.20778093
CITED2	0.989182692	27.028348	29.653216
CLDN20	1	73.23558162	93.79957159
CLIC1	1	50.57673509	31.47687142
CLIC5	0.5605613	80.52785924	38.16360794
CLPS	0.882951654	74.69208211	54.95281653
CLPSL1	1	68.25024438	90.03647311
CLPSL2	0.508438819	55.65982405	97.53951253
CLVS2	1	26.00195503	7.190412783
CMTR1	1	6.617790811	6.663578996
CNKSR3	1	23.04985337	54.16546055
CNPY3	0.870478413	47.03812317	83.92288543
CNR1	1	20.28347996	8.550917617
COL10A1	1	50.23460411	89.13911886
COL11A2	0.956439394	24.41837732	27.08273027
COL12A1	0.99195597	2.541544477	37.20835987
COL19A1	1	59.07135875	51.11445609
COL21A1	0.907233758	66.99902248	32.31054247
COL9A1	1	33.48973607	28.7384936
COQ3	1	71.31964809	49.0186997
COX7A2	1	57.81036168	90.55751751
CPNE5	0.920515575	25.3372434	17.43183002
CRIP3	0.937791602	54.34017595	86.64968448
CRISP1	1	83.16715543	84.99392115
CRISP2	1	85.81622678	94.58692757
CRISP3	0.953293413	78.46529814	43.43194581
CSNK2B	0.967065868	39.82404692	0.83946043
CTGF	0.72326454	40.742913	95.65217391
CUL7	0.965131217	34.10557185	46.04295722
CUL9	0.998573281	30.11730205	22.94332195
CUTA	1	71.87683284	99.52527065
CYB5R4	1	47.42913001	36.513634
CYP21A2	0.803805774	92.30694037	69.89521218
CYP39A1	1	52.69794721	56.52173913
DAAM2	0.922097605	87.67350929	31.92844324
DAXX	1	14.83870968	22.26596422
DCBLD1	0.931980907	23.20625611	62.06796735
DCDC2	1	64.03714565	73.76251954
DDAH2	1	34.81915934	88.7338621
DDO	1	95.48387097	56.22069125
DDR1	0.990631506	9.17888563	62.39217276
DDX39B	1	37.87878788	7.827244833
DDX43	1	23.91006843	52.66022115
DEF6	0.862603306	73.57771261	8.000926301
DEFB110	1	51.30987292	58.31065825
DEFB112	1	64.70185728	61.37903086
DEFB113	0.837944664	56.1485826	61.00272101
DEFB114	1	57.75171065	21.07914086
DEK	0.937285223	19.09090909	54.89492271
DHX16	1	19.39393939	15.97290569
DLK2	0.933219178	69.44281525	35.91732762
DLL1	0.851717902	43.57771261	12.76558791
DNAH8	0.99606571	82.64907136	51.59497482
DNPH1	0.674342105	64.27174976	30.93845887
DOPEY1	0.994872469	1.319648094	28.69796793
DPPA5	1	48.8856305	25.05065709
DSE	0.948150709	31.09481916	27.70219418
DSP	0.99586587	1.065493646	42.36669947
DST	0.986009816	0.283479961	35.0083946
DTNBP1	1	45.87487781	52.47496092
DUSP22	1	71.43695015	90.80646095
DXO	1	70.19550342	70.80993458
DYNLT1	1	42.41446725	45.51033405
E2F3	0.940443213	45.81622678	58.23539628
ECHDC1	0.980932203	40.68426197	66.47368726
ECI2	1	76.91104594	94.03693626
ECT2L	1	97.17497556	54.40282522
EDN1	1	68.98338221	41.66039484
EEF1A1	0.992215145	20.24437928	0.358941701
EEF1E1	0.87694974	44.86803519	26.01748393
EFHC1	0.994931576	62.07233627	57.76066694
EGFL8	1	65.37634409	46.48873965
EHMT2	0.943095599	16.97947214	12.52243386
ELOVL2	0.994559304	44.61388074	67.23788572
ELOVL4	1	36.8914956	24.33277369
ELOVL5	0.817961165	41.61290323	28.91217507
ENPP1	0.915796799	20.11730205	42.81827129
ENPP3	0.986784141	86.10948192	63.45741909
ENPP4	1	61.39784946	61.58744862
ENPP5	1	55.7771261	84.05025184
EPB41L2	1	68.99315738	44.21351242
EPHA7	0.998696644	8.43597263	14.93081688
EPM2A	0.699404762	36.38318671	78.59665374
ERMARD	0.972565158	86.90127077	57.39593585
ESR1	0.976872247	28.72922776	20.44809819
ETV7	0.905676856	76.86217009	70.99519481
EXOC2	1	11.80840665	31.26266427
EYA4	1	47.74193548	50.86551265
EZR	1	15.2688172	12.19243907
F13A1	1	54.14467253	22.19649163
FABP7	0.897163121	60.10752688	27.8585075
FAM120B	0.975848792	86.10948192	42.69090488
FAM135A	0.898553807	31.42717498	35.25154866
FAM162B	0.652694611	64.34017595	89.16806577
FAM184A	0.975651676	18.16226784	60.26746946
FAM217A	1	87.82991202	83.59868002
FAM229B	1	65.14173998	59.53800729
FAM26D	0.667238422	68.47507331	34.22103862
FAM26E	1	47.88856305	43.66931048
FAM46A	0.983495874	41.54447703	24.56434898
FAM50B	1	41.88660802	22.5670121
FAM83B	1	5.532746823	52.28970069
FAM8A1	0.807631161	28.42619746	93.83430788
FANCE	0.848208865	78.02541544	54.61703236
FARS2	1	65.25904203	28.10166155
FAXC	1	29.58944282	33.55525965
FBXL4	1	20.42033236	46.15874486
FBXO30	1	45.21994135	17.5707752
FBXO5	0.922794118	67.91788856	28.6400741
FBXO9	0.896774194	34.39882698	39.26937996
FGD2	1	71.32942326	44.40456203
FGFR1OP	0.921450151	61.73998045	80.86609159
FHL5	1	58.17204301	80.32188965
FIG4	1	10.02932551	30.79372431
FILIP1	0.933027275	29.26686217	44.94297458
FKBP5	1	49.20821114	49.27922191
FKBPL	1	29.94134897	39.15359231
FLOT1	1	38.9540567	21.1312453
FNDC1	0.864888273	97.35092864	75.33723152
FOXF2	0.604182226	38.66080156	N/A
FOXO3	0.771964462	13.43108504	N/A
FOXP4	0.956252972	25.32746823	20.80703989
FRK	1	62.6001955	32.28738494
FRMD1	0.947152085	96.69599218	68.55786488
FRS3	0.899665552	78.78787879	19.40022
FUCA2	0.950980392	47.94721408	71.66097377
FUT9	0.877777778	28.1427175	7.091993284
FYN	1	14.21309873	2.842586696
GABBR1	0.888924559	11.39784946	3.51415504
GABRR1	1	43.46041056	54.72703063
GABRR2	1	82.69794721	71.23255949
GCLC	1	31.63245357	20.5754646
GCM1	1	53.95894428	34.226828
GCM2	1	82.37536657	43.57668037
GCNT2	1	29.57966764	87.263359
GFOD1	0.856	17.66373412	10.87245991
GFRAL	1	62.46334311	73.26463266
GINM1	0.935357493	74.81915934	62.61795866
GJA1	1	22.92277615	7.38725178
GJA10	1	58.12316716	69.60574307
GJB7	1	85.14173998	93.85746541
GLO1	0.984347826	32.59042033	90.1696289
GLP1R	0.934722222	62.2971652	9.465640016
GLTSCR1L	1	17.36070381	26.92641695
GMDS	0.89787234	31.66177908	21.90702252
GMNN	1	69.3255132	39.89463324
GMPR	0.903738318	70.89931574	71.47571354
GNL1	0.992505353	19.60899316	9.471429398
GNMT	0.77092511	47.44868035	87.47756614
GOPC	1	33.55816227	36.5773172
GPANK1	1	64.92668622	67.35367336
GPLD1	0.997709049	78.39687195	82.78237712
GPR31	1	88.69012708	68.49997105
GPR6	0.974516696	42.98142717	64.11740867
GPR63	1	27.13587488	52.45759277
GPRC6A	1	94.49657869	67.56788051
GPSM3	0.834343434	58.49462366	19.83442367
GPX5	1	77.6344086	73.99988421
GPX6	1	86.32453568	99.02738378
GRIK2	0.959121622	7.781036168	10.72772535
GRM1	1	4.58455523	14.43871939
GRM4	0.859486227	4.330400782	21.31071615
GSTA1	1	45.96285435	58.61749551
GSTA2	1	70.62561095	37.15625543
GSTA3	1	78.73900293	60.00115788
GSTA4	1	42.14076246	41.79355063
GSTA5	1	63.37243402	84.65234759
GTF2H4	1	34.50635386	62.31691079
GTF2H5	1	47.12609971	42.47090835
GTF3C6	0.910876133	36.59824047	27.25062236
GTPBP2	0.967620076	15.59139785	4.984658137
GUCA1A	1	60.84066471	61.12429804
GUCA1B	0.977235772	54.03714565	51.43287211
HACE1	0.972360028	6.275659824	7.028310079
HBS1L	0.590378198	90.49853372	52.09865107
HCRTR2	1	49.03225806	17.80235049
HDAC2	0.964450296	27.15542522	1.759972211
HDDC2	0.864566929	58.20136852	78.09876686
HEBP2	0.834920635	77.89833822	97.15162392
HECA	0.833941606	13.09872923	17.61709026
HEY2	1	60.32258065	52.03496787
HFE	0.990732159	63.24535679	70.19047068
HINT3	0.640707965	53.07917889	99.27632722
HIST1H1A	1	53.38220919	92.50274996
HIST1H1B	1	34.98533724	76.64563191
HIST1H1C	1	76.285435	N/A
HIST1H1D	1	75.31769306	N/A
HIST1H1E	1	46.2170088	N/A
HIST1H1T	1	92.55131965	N/A
HIST1H2AA	1	28.55327468	7.531986337
HIST1H2AB	1	48.49462366	37.98413709
HIST1H2AC	1	26.51026393	0.706304637
HIST1H2AD	1	32.33626588	12.56874891
HIST1H2AE	1	25.97262952	0.474729346
HIST1H2AG	1	21.50537634	2.697852139
HIST1H2AH	1	54.74095797	4.255195971
HIST1H2AI	1	31.38807429	7.167255254
HIST1H2AJ	1	23.44086022	3.265211602
HIST1H2AK	1	52.88367546	39.71516239
HIST1H2AL	1	53.92961877	8.261448503
HIST1H2AM	1	32.03323558	28.40849881
HIST1H2BA	1	53.79276637	6.808313553
HIST1H2BB	1	40.01955034	12.73085162
HIST1H2BC	1	26.78396872	1.516818156
HIST1H2BD	1	35.36656891	4.342036705
HIST1H2BE	1	46.74486804	37.6541423
HIST1H2BF	1	24.70185728	12.16349216
HIST1H2BG	1	40.62561095	2.298384762
HIST1H2BH	1	34.54545455	17.32183176
HIST1H2BI	1	43.02052786	12.22717536
HIST1H2BJ	1	28.76832845	12.06507266
HIST1H2BK	1	34.11534702	1.354715452
HIST1H2BL	1	37.35092864	26.49800266
HIST1H2BM	1	46.96969697	14.21872286
HIST1H2BN	1	33.1769306	11.60192207
HIST1H2BO	1	47.83968719	24.62224281
HIST1H3A	1	41.88660802	6.848839229
HIST1H3B	1	23.0400782	0.208417762
HIST1H3C	1	31.52492669	0.741040931
HIST1H3D	1	23.64613881	4.017831297
HIST1H3E	1	26.62756598	6.669368378
HIST1H3F	1	30.56695992	1.505239391
HIST1H3G	1	25.86510264	6.738840966
HIST1H3H	1	33.79276637	3.485208128
HIST1H3I	1	30.95796676	2.130492676
HIST1H3J	1	33.44086022	4.793608522
HIST1H4A	1	58.43597263	6.078851387
HIST1H4B	1	57.96676442	10.07931454
HIST1H4C	1	32.03323558	1.175244601
HIST1H4D	1	28.61192571	6.125166445
HIST1H4E	1	33.28445748	0.746830313
HIST1H4F	1	30.90909091	10.54246512
HIST1H4G	1	47.24340176	63.78741388
HIST1H4H	1	32.94232649	7.063046373
HIST1H4I	1	33.35288368	9.888264922
HIST1H4J	0.830128205	37.98631476	0.758409078
HIST1H4K	0.862179487	31.93548387	2.616800787
HIST1H4L	1	39.92179863	12.70190471
HIVEP1	1	20.22482893	60.07641985
HIVEP2	1	1.505376344	33.04000463
HLA-A	1	99.85337243	91.50118682
HLA-B	1	99.76539589	77.15509755
HLA-C	1	99.81427175	98.09529323
HLA-DMA	1	72.11143695	64.68476814
HLA-DMB	1	72.34604106	22.78700863
HLA-DOA	1	74.91691105	97.82319227
HLA-DOB	0.913301663	59.77517107	82.64922133
HLA-DPA1	1	90.34213099	76.29826897
HLA-DPB1	1	98.5826002	66.52000232
HLA-DQA1	0.894871795	96.12903226	25.62380594
HLA-DQA2	1	71.2512219	85.26602212
HLA-DQB1	0.726506024	99.257087	88.60649569
HLA-DQB2	0.721472393	57.81036168	93.30747409
HLA-DRA	1	60.40078201	39.68621548
HLA-DRB1	0.824604141	97.00879765	49.75974064
HLA-E	0.999091735	51.89638319	49.82921322
HLA-F	1	76.91104594	50.91182771
HLA-G	1	65.00488759	65.00318416
HMGA1	0.961309524	47.1945259	1.649973948
HMGCLL1	1	54.37927664	92.73432525
HMGN3	0.820143885	60.99706745	38.92201702
HMGN4	1	65.36656891	31.85318127
HS3ST5	1	58.39687195	11.24298037
HSD17B8	0.837408313	57.35092864	92.41590922
HSF2	1	13.77321603	7.115150813
HSP90AB1	1	4.965786901	3.797834771
HSPA1L	0.944963655	41.57380254	68.5810224
HTR1B	1	22.02346041	33.47999768
HTR1E	1	27.75171065	23.5454177
HUS1B	1	84.45747801	69.58258554
IBTK	0.998321343	20.20527859	38.41255138
ICK	1	14.91691105	21.44387194
IER3	0.781052632	55.30791789	96.3411104
IFNGR1	1	63.16715543	83.75499334
IGF2R	0.967640919	8.172043011	37.57309095
IL17A	1	46.81329423	15.07555144
IL17F	1	67.6344086	18.73444104
IL20RA	0.946619217	73.79276637	90.71383083
IL22RA2	1	59.95112414	97.20951774
IMPG1	1	79.31573803	89.82226596
IP6K3	1	92.08211144	59.63642679
IPCEF1	1	37.04789834	39.94673768
IRAK1BP1	1	73.43108504	75.02460487
IRF4	0.950867052	30.59628543	8.313552944
ITPR3	0.995754488	2.952101662	20.34967869
IYD	0.833490122	71.56402737	89.52121809
JARID2	0.984247834	4.261974585	12.62664274
KAAG1	1	63.4115347	99.9015805
KATNA1	1	13.53861193	18.51444451
KCNK16	0.865917603	82.08211144	59.95484282
KCNK17	0.74978204	70.4398827	90.19278643
KCNK5	0.946569921	41.27077224	18.05708331
KCNQ5	0.915521978	5.562072336	5.650437098
KCTD20	1	28.41642229	61.06061483
KDM1B	1	24.46725318	22.98384762
KHDC1	0.773972603	74.12512219	86.94494297
KHDC1L	0.984810127	72.95210166	99.76263533
KHDC3L	1	56.69599218	80.01505239
KHDRBS2	1	64.60410557	19.51600764
KIAA0319	0.990381725	68.39687195	84.83760783
KIAA0408	1	46.11925709	53.84704452
KIAA1586	0.879208754	44.70185728	85.39917791
KIF13A	0.969643487	15.71847507	30.73583049
KIF25	0.841927303	92.82502444	63.86846523
KIF6	0.978286617	90.69403715	63.31268454
KIFC1	0.992240543	42.76637341	16.64447403
KLC4	1	39.71652004	59.06906733
KLHDC3	1	21.33919844	3.213107161
KLHL31	1	66.74486804	82.7244833
KLHL32	1	21.81818182	28.44323511
KPNA5	1	36.74486804	42.15249233
L3MBTL3	1	7.399804497	24.4948764
LACE1	1	73.1769306	46.4713715
LAMA2	0.996779221	24.75073314	48.54397036
LAMA4	1	15.11241447	72.72622011
LATS1	0.997413793	26.40273705	21.80860302
LCA5	1	54.10557185	45.96769525
LEMD2	0.659974093	37.23362659	34.56261217
LGSN	1	62.09188661	66.63578996
LHFPL5	1	48.85630499	93.52168124
LIN28B	1	38.77810362	14.28819545
LMBRD1	0.992869875	38.45552297	76.38510971
LPA	0.67250996	97.82013685	78.09297748
LRFN2	0.952822241	36.93059629	20.44230881
LRP11	0.597249509	64.7311828	74.74671453
LRRC1	0.999385372	51.70087977	21.61755341
LRRC73	1	32.27761486	4.145197707
LSM2	1	47.48778104	3.786256006
LST1	1	74.03714565	99.89000174
LTA	1	67.35092864	14.98292132
LTB	0.907630522	46.20723363	95.41480924
LTV1	1	35.98240469	62.87269148
LY6G5B	1	55.95307918	96.76373531
LY6G5C	1	60.65493646	16.30290048
LY6G6C	1	61.57380254	35.1068141
LY6G6D	1	77.20430108	99.77421409
LY6G6F	1	87.31182796	70.71730446
LY86	1	78.05474096	84.68129451
LYRM2	1	54.63343109	96.72320963
MAD2L1BP	0.798575788	52.54154448	41.17987611
MAK	0.96048024	40.13685239	69.91836971
MAN1A1	0.900797607	32.91300098	45.01823655
MANEA	0.997144897	64.64320626	39.00306837
MAP3K4	0.979517339	5.718475073	23.06489898
MAP3K5	0.988917708	3.509286413	19.12232965
MAP3K7	1	8.426197458	10.51930759
MAP7	0.883832335	75.59139785	44.45666647
MAPK13	1	68.04496579	93.51010247
MAPK14	1	57.07722385	4.15098709
MAS1	1	67.83968719	50.00289469
MAS1L	1	78.24046921	92.5548544
MB21D1	0.8170347	61.45650049	39.99305274
MBOAT1	1	54.30107527	77.48509234
MCCD1	0.826923077	73.16715543	92.08012505
MCHR2	1	23.37243402	31.08898281
MCM3	0.966211086	27.55620723	47.80292943
MCUR1	0.625	46.41251222	95.56533318
MDC1	1	91.66177908	54.12493487
MDFI	0.881806109	46.41251222	50.30973195
MDGA1	0.876193724	38.33822092	18.28286922
MDN1	1	2.306940371	41.01198402
ME1	0.996047431	52.42424242	40.9193539
MEA1	1	59.20821114	75.56880681
MED20	1	36.59824047	25.38644127
MED23	0.994847775	3.753665689	9.731951601
MEP1A	1	38.8856305	53.19863371
METTL24	0.713518353	64.41837732	93.49273433
MFSD4B	1	32.6001955	51.89602269
MICA	0.913300493	98.30889541	64.6963469
MICAL1	0.99702115	90.23460411	58.38013084
MICB	1	59.6969697	64.33161582
MLN	0.85	61.44672532	69.09627743
MMS22L	1	71.33919844	50.20552307
MOCS1	0.905846621	57.16520039	71.05308864
MOG	1	59.3255132	39.59358536
MOXD1	0.933191941	50.08797654	90.45909801
MPC1	1	55.59139785	28.85428125
MPIG6B	1	79.96089932	98.41370926
MRAP2	1	44.92668622	50.15920801
MRPL14	1	47.10654936	66.82105019
MRPL18	1	34.81915934	66.14948185
MRPL2	0.89596603	44.27174976	90.33752099
MRPS10	0.931746032	60.40078201	72.36148903
MRPS18A	0.950900164	65.7771261	69.11943496
MRPS18B	1	55.4056696	37.06362531
MRS2	0.947079038	27.06744868	43.12510855
MSH5	0.956997359	17.67350929	57.2512013
MTCH1	0.611202636	33.03030303	21.98807387
MTFR2	1	66.83284457	59.53221791
MTHFD1L	0.895493768	38.39687195	53.73704626
MTO1	0.912725709	28.13294233	61.77849823
MTRF1L	0.89117395	52.87390029	82.04712557
MUC21	1	89.96089932	30.3710994
MUT	1	29.71652004	47.09083541
MYB	0.989343564	25.52297165	33.4742083
MYCT1	1	81.53470186	46.82452382
MYLIP	1	45.1026393	29.32901059
MYLK4	1	54.95601173	88.53123372
MYO6	1	3.94916911	33.56683842
NCOA7	0.999662618	50.77223851	82.57974874
NCR2	0.88832998	66.1485826	36.61205349
NCR3	0.890688259	65.71847507	25.75696173
NDUFAF4	1	64.11534702	35.62785851
NEDD9	0.988527725	57.43890518	72.31517397
NELFE	1	35.22971652	18.24234354
NEU1	1	26.15835777	55.47386094
NFKBIE	0.576493762	36.44183773	21.83754993
NFKBIL1	0.735751295	52.21896383	75.39512534
NFYA	1	25.46432063	3.155213339
NHLRC1	1	39.9315738	74.6888207
NKAIN2	1	36.59824047	16.07132519
NKAPL	1	83.04985337	78.28402709
NMBR	1	89.5601173	88.59491692
NOL7	0.748129676	52.83479961	92.39275169
NOTCH4	0.944353786	60.97751711	70.15573438
NOX3	1	45.7771261	47.6813524
NQO2	1	83.42130987	71.07624616
NR2E1	0.994736842	24.20332356	18.70549412
NRM	0.861423221	57.67350929	27.47640827
NRN1	0.756055363	42.63929619	23.14016094
NRSN1	1	45.52297165	50.67446303
NT5DC1	1	62.78592375	68.24523823
NT5E	0.998292544	53.45063539	87.87124414
NUDT3	1	49.6285435	13.68609969
NUP153	0.977218486	11.83773216	47.66977364
NUP43	1	38.42619746	90.60962195
NUS1	0.535634744	58.68035191	26.13327158
OARD1	1	60.80156403	43.96456898
OGFRL1	0.827536232	30.6744868	65.02634169
OLIG3	1	34.18377322	86.09390378
OOEP	1	48.69990225	60.95061657
OPN5	0.98989899	21.91593353	11.63086899
OPRM1	0.744053283	95.18084066	98.2052915
OR10C1	1	97.25317693	76.90615411
OR11A1	1	58.10361681	45.61454293
OR12D3	1	49.72629521	35.94048515
OR14J1	1	57.05767351	50.73814624
OR2A4	0.662379421	73.65591398	68.26260638
OR2B2	1	71.91593353	77.46772419
OR2B3	1	34.33040078	73.7740983
OR2B6	1	47.01857283	56.63173739
OR2H1	1	97.86901271	86.65547386
OR2H2	1	84.7311828	38.53412841
OR2J2	1	79.86314761	57.09488798
OR2J3	1	71.28054741	51.98865281
OR2W1	1	40.45943304	91.246454
OR5V1	1	52.6686217	47.28767441
ORC3	1	69.52101662	42.71985179
OSTM1	0.76195122	41.94525904	31.2858218
PACRG	0.867178924	36.38318671	21.61176402
PACSIN1	0.969275786	30.8797654	24.66855786
PAK1IP1	1	54.26197458	62.6063799
PAQR8	1	30.33235582	25.8322237
PBOV1	0.821078431	78.43597263	91.58223818
PBX2	0.957735849	36.49071359	55.42754588
PCMT1	0.863181313	60.80156403	13.07242517
PDCD2	0.729014599	50.07820137	96.82741851
PDE10A	0.972344689	19.66764418	5.0946564
PDE7B	0.965738758	30.86999022	23.22700168
PDSS2	1	35.34701857	66.9484166
PERP	1	61.61290323	84.54813871
PEX3	1	26.91104594	36.98836334
PEX6	0.851346857	58.24046921	43.77351937
PEX7	0.869047619	29.11045943	80.66346321
PFDN6	1	47.41935484	4.741504082
PGBD1	1	56.0801564	58.76801945
PGC	0.795092838	57.23362659	90.19857581
PGK2	1	73.56793744	53.30863197
PGM3	0.910221741	55.31769306	23.96804261
PHACTR1	0.997766611	13.1769306	6.090430151
PHACTR2	0.975037444	44.34995112	38.013084
PHF1	0.966970387	46.5200391	48.24292248
PHF10	0.870214147	21.31964809	17.33341053
PHF3	0.999838658	0.889540567	33.80999247
PHIP	0.990928495	1.446725318	7.670931512
PI16	0.974504249	80.58651026	59.13275054
PIM1	1	26.76441838	6.24095409
PKHD1	1	17.35092864	67.0815724
PKIB	1	61.27077224	46.84189197
PLA2G7	1	91.06549365	79.52874428
PLAGL1	0.954154728	38.52394917	29.77479303
PLEKHG1	1	30.22482893	41.26092746
PLG	1	59.68719453	34.71313611
PLN	1	51.86705767	38.05939906
PM20D2	0.765543071	75.53274682	77.49667111
PNISR	1	49.14956012	18.56654895
PNLDC1	0.954412624	35.12218964	30.11636658
PNPLA1	0.874848851	78.33822092	36.99415272
PNRC1	0.763157895	36.69599218	43.05563596
POLH	1	71.03616813	40.3346263
POLR1C	1	44.19354839	61.3327158
POPDC3	1	36.33431085	26.2259017
POU3F2	0.734234234	38.72922776	N/A
POU5F1	0.908098271	44.84848485	19.42337753
PPARD	0.989059081	13.67546432	13.26347479
PPIL1	1	53.44086022	52.13338737
PPIL4	0.996725606	32.99120235	90.75435651
PPIL6	0.790630975	36.8914956	94.78955595
PPP1R10	0.935316499	5.640273705	10.34562612
PPP1R11	1	45.01466276	6.941469345
PPP1R14C	0.809803922	53.31378299	81.56081746
PPP1R18	0.942162162	66.43206256	35.58154345
PPP2R5D	1	15.20039101	6.733051583
PPT2	1	63.01075269	60.68430498
PRDM1	0.98250497	58.69990225	61.39060962
PRDM13	0.72752809	41.31964809	N/A
PREP	0.978529009	9.481915934	18.83286053
PRICKLE4	1	57.03812317	69.29311642
PRIM2	0.991474851	48.56304985	67.71840445
PRKN	1	86.13880743	74.87408094
PRL	1	34.54545455	28.94691136
PRPF4B	1	31.75953079	6.843049847
PRPH2	1	73.18670577	61.92902217
PRR3	0.96373057	68.12316716	14.81502924
PRRC2A	0.981487102	59.9315738	37.08099346
PRRT1	0.602357985	46.76441838	45.07034099
PRSS16	0.978602895	47.13587488	86.07074625
PRSS35	1	42.71749756	81.02819429
PSMB1	1	38.96383187	36.00995774
PSMB8	1	44.61388074	22.87384936
PSMB9	0.908823529	78.69012708	73.39199907
PSORS1C1	1	78.77810362	82.37712036
PSORS1C2	0.824096386	82.76637341	97.26741157
PTCHD4	0.974892115	4.398826979	40.43883518
PTCRA	0.773684211	68.78787879	85.10391941
PTK7	0.962308598	10.56695992	15.59080646
PTP4A1	1	37.31182796	3.375209865
PTPRK	0.996457826	8.748778104	14.25345916
PXDC1	0.835674157	52.75659824	47.18925491
PXT1	0.585956416	47.59530792	85.35865223
QKI	1	29.01270772	2.159439588
QRSL1	1	32.971652	26.13906096
RAB23	1	53.8514174	47.57714352
RAB32	0.965014577	34.23264907	82.06449372
RAET1E	0.977190876	85.21994135	82.09923001
RAET1G	0.838393732	88.13294233	60.57430672
RAET1L	0.747675963	92.33626588	90.59225381
RANBP9	0.817127565	18.2111437	34.02419962
RARS2	1	54.28152493	56.24384878
RBM24	0.775132275	49.23753666	65.16528686
RCAN2	0.728143713	40.3030303	28.17692352
REPS1	0.937170653	20.49853372	43.98193713
REV3L	0.985289482	5.552297165	31.07161466
RFPL4B	1	65.85532747	63.30689515
RFX6	0.988807275	53.16715543	43.53036531
RGL2	0.93411176	26.98924731	43.82562381
RGS17	1	46.35386119	38.53991779
RHAG	1	58.69012708	49.37764141
RIMS1	0.85690361	6.383186706	36.57152782
RING1	0.950846092	33.32355816	7.329357958
RIOK1	0.937323546	47.76148583	77.97140045
RIPK1	1	27.97653959	67.73577259
RIPPLY2	0.756892231	43.59726295	99.87263359
RMND1	1	63.55816227	35.27470619
RNASET2	0.890410959	70.95796676	60.11115614
RNF144B	1	42.17986315	49.46448214
RNF146	0.996309963	42.44379277	26.02327332
RNF182	1	35.67937439	47.67556302
RNF217	0.690101237	62.15053763	23.75383547
RNF5	1	41.02639296	29.16690789
RNF8	0.996835443	42.60997067	29.46216639
RNGTT	0.998921251	16.19745846	12.07665142
ROS1	1	83.73411535	54.39124645
RPF2	1	71.56402737	39.24043305
RPL10A	1	29.61876833	3.676257743
RPP21	0.96484375	60.70381232	27.55745962
RPP40	1	71.13391984	55.34649453
RPS10	1	47.75171065	13.4545244
RPS12	1	42.63929619	7.352515487
RPS18	0.989561587	47.12609971	0.167892086
RPS6KA2	0.98095624	4.623655914	13.87135993
RRAGD	0.87204564	37.53665689	28.28692179
RREB1	0.909211776	34.14467253	41.70670989
RRP36	0.835820896	65.34701857	45.17454988
RSPH3	0.987142022	91.16324536	47.8434551
RSPH4A	1	41.93548387	80.796619
RSPH9	0.897565923	43.79276637	95.14270827
RSPO3	0.979640719	40.41055718	16.44763504
RTN4IP1	1	59.6285435	41.90354889
RUNX2	0.930434783	23.72434018	41.59092225
RWDD1	0.941798942	53.50928641	46.27453251
RWDD2A	1	35.23949169	36.80889249
RXRB	0.816363636	24.09579668	10.87824929
SAMD3	0.968358209	77.73216031	77.36351531
SAMD5	0.728136882	81.74975562	97.04162566
SAPCD1	1	70.54740958	70.61309558
SASH1	0.987696335	56.71554252	61.65692121
SAYSD1	0.982332155	55.95307918	90.56909628
SCAF8	0.94162497	2.639296188	13.08979332
