Gene_Name	RVIS_ExAC
SLC37A3	52.50286127
MKRN1	41.35293055
ADCK2	85.60327691
NDUFB2	51.2499247
BRAF	9.547617613
MRPS33	37.01584242
AGK	72.92331787
SSBP1	60.95415939
TAS2R3	43.49135594
TAS2R4	87.72363111
TAS2R5	77.05559906
CLEC5A	63.42991386
PRSS58	71.20053009
PRSS1	80.33853382
EPHB6	48.13565448
TRPV6	23.75760496
TRPV5	22.6673092
C7orf34	90.65116559
GSTK1	40.49153665
TMEM139	79.51930607
CASP2	35.31112584
CLCN1	40.79874706
FAM131B	38.25673152
ZYX	85.57918198
EPHA1	55.96650804
TAS2R60	77.05559906
OR2F1	86.53093187
TPK1	29.67291127
CNTNAP2	40.8589844
C7orf33	77.46521294
EZH2	12.08360942
PDIA4	66.9236793
ZNF398	25.82976929
ZNF282	10.93307632
ZNF212	68.218782
ZNF746	15.98698874
ZNF467	37.08812722
C7orf29	67.24896091
LRRC61	47.40678272
RARRES2	70.29697006
GIMAP7	55.6171315
GIMAP4	56.9483766
GIMAP2	78.04951509
GIMAP1	81.54328053
GIMAP5	57.53267875
TMEM176B	92.97632673
TMEM176A	80.08553702
KCNH2	20.4023854
NOS3	22.47454973
ABCB8	60.62887778
ASIC3	82.02517921
SLC4A2	3.409433167
FASTK	46.03337148
TMUB1	54.02084212
ASB10	97.98204927
ABCF2	4.331064394
SMARCD3	18.51093308
WDR86	83.36847178
CRYGN	81.30233118
RHEB	50.44876815
PRKAG2	41.78663936
GALNTL5	92.01252937
GALNT11	71.15234022
MLL3	15.07740498
XRCC2	45.36473706
ACTR3B	41.86494789
HTR5A	36.66044214
INSIG1	62.69501837
RBM33	11.16197819
SHH	23.42027589
RNF32	79.453045
LMBR1	16.95680983
DNAJB6	44.17806156
PTPRN2	91.66917656
VIPR2	85.38039877
ZNF596	41.08788627
FBXO25	36.08818746
ERICH1	65.08041684
CLN8	76.97729052
MYOM2	99.80724053
ANGPT2	19.52894404
DEFB1	89.6090597
DEFA6	44.83464852
DEFA4	84.0551774
DEFA5	78.12179989
SPAG11B	89.8078429
ERI1	16.9688573
PPP1R3B	72.52575146
TNKS	0.397566412
MSRA	39.7265225
PRSS55	96.22914282
SOX7	34.76898982
XKR6	8.65008132
MTMR9	23.9624119
SLC35G5	96.52430576
FAM167A	79.90482501
BLK	57.39413288
GATA4	68.71875188
NEIL2	95.26534546
FDFT1	34.23287754
CTSB	40.03373291
LONRF1	12.04144329
DLC1	28.65490031
SGCZ	23.29377748
TUSC3	7.957351967
MSR1	86.49478947
FGF20	68.56815854
EFHA2	57.18330221
CNOT7	39.38919342
VPS37A	58.46635745
SLC7A2	16.27010421
PDGFRL	59.41810734
FGL1	92.72332992
ASAH1	97.7531474
NAT1	51.80410819
NAT2	95.70507801
SH2D4A	23.08294681
CSGALNACT1	68.03807
INTS10	9.017529065
LPL	77.1881212
SLC18A1	90.20540931
ATP6V1B2	18.90849949
LZTS1	49.75603879
DOK2	86.36226733
NPM2	75.83278116
FGF17	44.83464852
EPB49	19.49882537
FAM160B2	55.6713451
HR	96.01831215
REEP4	81.26016505
LGI3	24.45033432
BMP1	1.445696042
PIWIL2	13.08354918
SLC39A14	46.03337148
SORBS3	95.68700681
EGR3	24.32985965
RHOBTB2	9.071742666
TNFRSF10B	84.17565207
TNFRSF10C	73.9895187
TNFRSF10D	97.63267273
TNFRSF10A	82.97090537
CHMP7	47.45497259
ENTPD4	83.16968857
NKX3-1	60.86982712
STC1	52.65947834
ADAMDEC1	79.5072586
ADAM7	97.16282152
NEFM	30.29335582
DOCK5	33.49195832
KCTD9	26.66706825
CDCA2	71.25474369
BNIP3L	29.48617553
DPYSL2	14.17384495
ADRA1A	28.71513764
STMN4	32.70887296
TRIM35	78.21817963
PTK2B	2.987771821
CHRNA2	8.770555991
EPHX2	97.99409674
CCDC25	39.75664117
PBK	45.64182881
SCARA5	46.20203602
ELP3	9.921089091
PNOC	54.36419493
ZNF395	10.90295765
FBXO16	68.44768387
FZD3	9.107885067
EXTL3	1.831214987
HMBOX1	14.45696042
DUSP4	73.7003795
TMEM66	63.26727306
LEPROTL1	41.9553039
DCTN6	44.2202277
RBPMS	43.015481
GTF2E2	27.3597976
PPP2CB	51.68363352
TEX15	94.69911451
PURG	22.20950545
WRN	87.80796338
NRG1	75.83880489
FUT10	66.59237395
MAK16	39.53978676
TTI2	72.97753147
RNF122	44.54550931
DUSP26	33.91964339
UNC5D	6.336967653
ERLIN2	15.91470393
PROSC	40.53370279
GPR124	21.79386784
BRF2	36.88332028
EIF4EBP1	50.9969279
ASH2L	31.34148545
STAR	67.02608277
LSM1	46.79236191
BAG4	77.66399614
WHSC1L1	4.620203602
LETM2	78.15191856
FGFR1	3.367267032
C8orf86	80.08553702
TACC1	30.22709475
HTRA4	56.9483766
TM2D2	48.08746461
ADAM9	19.90241552
ADAM18	90.89211493
C8orf4	49.15968918
GINS4	51.62339618
AGPAT6	16.68574182
NKX6-3	77.53147401
ANK1	1.222817903
KAT6A	2.686585145
AP3M2	19.61930004
PLAT	45.49123547
IKBKB	49.26811638
POLB	52.58116981
DKK4	39.60002409
VDAC3	27.18510933
SLC20A2	4.692488404
C8orf40	46.31046323
CHRNB3	61.19510873
CHRNA6	25.98036263
THAP1	54.6292392
RNF170	50.32226974
HOOK3	6.861032468
FNTA	22.05891211
SGK196	61.23727486
MCM4	16.12553461
EFCAB1	32.70887296
SNAI2	35.60628878
SNTG1	10.85476779
PCMTD1	81.45292452
ST18	32.93777483
FAM150A	47.15980965
NPBWR1	50.0632492
OPRK1	17.34835251
ATP6V1H	16.28817541
RGS20	61.06258659
LYPLA1	73.64616589
MRPL15	83.88048913
RP1	80.5855069
TMEM68	47.23209445
LYN	10.76441178
RPS20	53.35823143
MOS	34.99186796
PLAG1	69.10427083
CHCHD7	58.98439853
SDR16C5	19.96265285
PENK	68.71875188
IMPAD1	26.09481357
FAM110B	33.81121619
CYP7A1	35.81109572
SDCBP	38.81693874
NSMAF	7.62002289
CA8	37.21462562
RAB2A	56.18938618
CLVS1	17.87844106
GGH	68.18866333
TTPA	62.34564183
CYP7B1	8.830793326
ARMC1	53.16547196
MTFR1	56.21348112
DNAJC5B	79.96506235
TRIM55	38.72658274
RRS1	81.85651467
ADHFE1	24.15517138
C8orf46	51.68363352
VCPIP1	2.638395277
C8orf44	78.17601349
SGK3	22.17938678
MCMDC2	71.4535269
COPS5	32.23902175
ARFGEF1	1.367387507
CPA6	53.95458105
PREX2	4.89127161
C8orf34	33.76905006
SULF1	21.31799289
SLCO5A1	11.06559846
PRDM14	31.20293958
TRAM1	33.10643937
LACTB2	22.7215228
KCNB2	6.26468285
TERF1	82.23600988
RPL7	34.48587434
RDH10	44.00939702
STAU2	11.77037528
TMEM70	84.1455334
LY96	45.75627974
JPH1	35.1786037
PI15	35.07620023
CRISPLD1	40.08192278
HNF4G	24.40214445
PEX2	61.73122101
PKIA	52.47876634
ZC2HC1A	20.18553099
IL7	61.64688874
HEY1	47.20799952
MRPS28	78.09770496
PAG1	24.96235167
FABP5	58.49647612
PMP2	79.86868261
FABP4	59.33979881
IMPA1	53.43653997
ZFAND1	50.26203241
CHMP4C	74.74248539
SNX16	42.53960605
CA13	53.12330582
CA1	84.39853021
CA3	40.49153665
CA2	32.38961508
PSKH2	93.00644539
ATP6V0D2	80.94090717
WWP1	9.131980001
CPNE3	81.53123306
CNGB3	91.0668032
DCAF4L2	39.37112222
MMP16	12.08360942
RIPK2	44.3286549
OSGIN2	23.48653696
NBN	86.06710439
DECR1	44.66598398
CALB1	24.37202578
TMEM55A	26.83573279
OTUD6B	88.45852659
SLC26A7	65.42376965
RUNX1T1	8.08385037
TMEM67	5.511716162
PDP1	8.97536293
CDH17	23.64917776
GEM	51.50894524
RAD54B	68.54406361
CCNE2	35.2689597
TP53INP1	42.94319619
NDUFAF6	49.02716704
PLEKHF2	27.46822481
C8orf37	66.9056081
UQCRB	65.90566833
MTERFD1	54.38226613
PTDSS1	43.49135594
SDC2	62.89982531
CPQ	87.85012951
MTDH	25.0948738
LAPTM4B	82.9588579
HRSP12	41.91313776
POP1	30.80537317
NIPAL2	75.59785555
KCNS2	12.68598277
VPS13B	0.765014156
COX6C	54.67742907
POLR2K	51.3041383
RNF19A	4.276850792
ANKRD46	41.91313776
SNX31	79.4169026
PABPC1	90.7595928
YWHAZ	38.71453527
ZNF706	70.54394314
NCALD	37.69652431
ODF1	83.73591952
KLF10	45.43099813
AZIN1	26.55864105
ATP6V1C1	25.64905729
BAALC	83.0853563
FZD6	20.06505632
CTHRC1	74.41118005
SLC25A32	41.9914463
DCSTAMP	81.55532799
DPYS	24.22745618
LRP12	7.264622613
OXR1	7.885067165
ABRA	24.35997831
ANGPT1	19.61930004
RSPO2	55.6532739
EIF3E	21.74567797
EMC2	35.07620023
TMEM74	43.17209807
TRHR	28.50430697
NUDCD1	61.09270526
EBAG9	45.20811999
KCNV1	23.95036444
CSMD3	0.132522137
TRPS1	26.62490211
EIF3H	22.96849587
UTP23	66.45382808
RAD21	8.312752244
SLC30A8	79.56749593
MED30	71.89928318
EXT1	2.999819288
SAMD12	71.24871996
TNFRSF11B	52.11734233
COLEC10	71.62821517
NOV	86.12131799
ENPP2	56.46647792
DSCC1	57.70134329
DEPTOR	93.82567315
MRPL13	52.65947834
MTBP	64.6226131
SNTB1	23.55279802
HAS2	53.32208903
ZHX2	69.45364737
DERL1	37.4073851
WDR67	46.00927655
FAM83A	93.78350702
C8orf76	52.11734233
ZHX1	19.4144931
ATAD2	2.186615264
WDYHV1	66.0622854
FBXO32	35.77495332
FAM91A1	16.90861996
TMEM65	46.31046323
TRMT12	46.03337148
RNF139	9.824709355
TATDN1	51.0330703
NDUFB9	77.46521294
MTSS1	36.47973014
ZNF572	58.67718812
KIAA0196	1.93964219
NSMCE2	42.09384977
TRIB1	34.62442022
FAM84B	43.2504066
MYC	41.29871694
GSDMC	93.80760195
FAM49B	37.93747365
ASAP1	3.210649961
ADCY8	2.680561412
LRRC6	75.47135715
TMEM71	84.87440516
PHF20L1	2.819107283
SLA	35.77495332
WISP1	85.1514969
ST3GAL1	73.89313897
KHDRBS3	28.97415818
FAM135B	4.740678272
COL22A1	94.50635504
KCNK9	12.02337209
CHRAC1	71.30895729
EIF2C2	2.861273417
PTK2	4.987651346
PTP4A3	54.36419493
TSNARE1	92.54864165
LY6K	61.58062767
SLURP1	72.50768026
LYNX1	67.79712066
LY6D	70.91139088
GML	89.27173062
CYP11B1	47.90675261
CYP11B2	76.72429372
LY6E	71.89928318
C8orf31	80.48310343
LY6H	43.71423408
ZFP41	72.55587013
GLI4	33.81121619
ZNF696	71.40533703
TOP1MT	93.66905608
ZC3H3	95.78941028
NAPRT1	84.019035
EEF1D	95.92193241
PYCRL	91.75350882
TSTA3	35.61833624
MAPK15	97.92783567
FAM83H	64.07445335
SCRIB	22.558882
SPATC1	95.12679959
EXOSC4	55.6532739
CYC1	37.3351003
MAF1	26.66706825
HSF1	15.38461538
DGAT1	25.90807783
SCRT1	44.94909945
FBXL6	68.40551774
SLC52A2	22.16131558
SLC39A4	95.43401
VPS28	37.5880971
KIFC2	58.51454732
FOXH1	26.47430878
PPP1R16A	59.27956147
GPT	60.20721643
MFSD3	74.26661045
LRRC14	7.915185832
RPL8	26.99234986
ZNF517	80.14577435
ZNF7	5.523763629
COMMD5	72.99560267
ZNF16	72.8209144
C9orf66	94.29552437
DOCK8	12.20408409
KANK1	42.03963617
DMRT1	40.08192278
DMRT3	80.66983917
DMRT2	70.16444792
VLDLR	12.98114571
KCNV2	62.55044877
KIAA0020	97.8796458
RFX3	5.927353774
GLIS3	80.09156075
SLC1A1	10.39696404
CDC37L1	27.78748268
AK3	29.407867
RCL1	61.38184447
JAK2	5.33702789
INSL6	79.29040419
INSL4	78.2844407
RLN2	89.42834769
RLN1	77.91096922
PLGRKT	54.02084212
CD274	38.5579182
PDCD1LG2	72.24263599
MLANA	66.35142461
RANBP6	11.28245286
IL33	40.90717427
UHRF2	7.385097283
KDM4C	6.939341004
PTPRD	0.469851214
LURAP1L	65.03222697
NFIB	12.71610144
ZDHHC21	25.37798928
CER1	21.84808144
TTC39B	35.29907837
SNAPC3	59.32775134
PSIP1	9.716282152
CCDC171	28.68501897
BNC2	10.69815071
SH3GL2	28.50430697
ADAMTSL1	98.12059514
FAM154A	96.97006204
RRAGA	24.81175833
HAUS6	97.36762846
PLIN2	43.63592555
DENND4C	11.61375821
RPS6	24.32985965
SLC24A2	14.61960123
MLLT3	13.47509186
IFNB1	73.8449491
IFNW1	87.62725137
IFNA21	83.45882778
IFNA4	93.25341847
IFNA10	93.91000542
IFNA17	93.75338835
IFNA14	67.94771399
IFNA5	79.20607192
KLHL9	12.93295585
IFNA6	76.17613397
IFNA13	64.22504668
IFNA2	75.83278116
IFNA8	54.02084212
IFNA1	64.22504668
MTAP	20.6192398
CDKN2A	89.56086983
CDKN2B	41.01560147
DMRTA1	63.94795494
ELAVL2	14.57141136
CAAP1	58.23745557
LRRC19	86.71766761
TEK	7.132100476
MOB3B	30.50418649
IFNK	86.78392868
C9orf72	17.33028131
LINGO2	5.547858563
ACO1	4.584061201
DDX58	33.60038552
TOPORS	8.927173062
NDUFB6	69.69459671
TMEM215	64.8575387
APTX	27.87783868
DNAJA1	15.53520872
SMU1	22.90223481
B4GALT1	39.27474249
SPINK4	72.36913439
CHMP5	25.52255888
NFX1	16.27010421
AQP7	99.60243359
AQP3	15.66773086
NOL6	90.14517198
PRSS3	82.86247816
UBE2R2	31.57038733
UBAP2	75.18824167
DCAF12	47.11764352
UBAP1	18.84826215
KIF24	72.61610746
NUDT2	59.67712788
C9orf24	79.75423167
FAM219A	47.29233179
DNAI1	68.309138
CNTFR	14.57141136
RPP25L	30.10662008
DCTN3	69.63435938
SIGMAR1	40.83488946
GALT	23.52870309
IL11RA	51.99686766
CCL27	65.41172219
CCL19	59.93614842
CCL21	50.91259563
C9orf131	86.62128787
VCP	7.475453286
FANCG	88.54285886
PIGO	3.547979037
STOML2	26.55864105
FAM214B	69.89337992
UNC13B	5.391241491
TESK1	24.50454792
CD72	68.71875188
SIT1	68.80308415
CCDC107	84.1455334
C9orf100	82.44081682
CA9	36.88332028
TPM2	17.42666104
CREB3	74.64610566
GBA2	23.90217457
NPR2	3.005843022
SPAG8	71.38124209
HINT2	57.51460755
TMEM8B	29.20306006
OR2S2	96.81946871
RECK	23.16125535
GLIPR2	60.91801699
CCIN	71.15234022
CLTA	35.60628878
GNE	6.722486597
RNF38	6.571893259
MELK	29.90181314
PAX5	60.79151858
ZCCHC7	95.11475212
GRHPR	53.32208903
ZBTB5	13.14981025
POLR1E	67.59231372
FRMPD1	94.96415879
DCAF10	31.49810252
SLC25A51	45.20811999
ALDH1B1	51.69568098
PGM5	74.81477019
FAM122A	32.63658816
PIP5K1B	31.84747907
PRKACG	37.28691043
FXN	66.50804168
TJP2	71.7607373
FAM189A2	81.56737546
APBA1	2.788988615
MAMDC2	86.09722306
SMC5	16.52310102
KLF9	50.61743268
TRPM3	2.397445937
TMEM2	8.089874104
C9orf85	57.82181796
GDA	55.21956509
ZFAND5	51.2499247
TMC1	24.26359858
ALDH1A1	33.27510391
ANXA1	45.59966267
RORB	19.3422083
TRPM6	2.433588338
C9orf40	55.8520571
C9orf41	16.70381302
NMRK1	72.65224986
OSTF1	52.65947834
PCSK5	54.14131679
GCNT1	22.6130956
VPS13A	0.614420818
GNA14	64.68285043
GNAQ	31.13667851
PSAT1	40.36503825
TLE1	5.228600687
RASEF	42.45527378
UBQLN1	16.11951087
KIF27	78.89283778
C9orf64	58.54466598
HNRNPK	12.31251129
RMI1	50.49093428
SLC28A3	70.70056021
NTRK2	6.638154328
AGTPBP1	7.222456479
NAA35	36.99174749
CTSL1	49.51508945
FAM75E1	99.02415517
CDK20	61.78543461
NXNL2	68.63441961
S1PR3	39.42533582
SHC3	13.40883079
CKS2	50.18372387
SECISBP2	8.397084513
SEMA4D	28.78742244
GADD45G	67.90554786
DIRAS2	31.80531293
SYK	18.23384133
AUH	63.06848985
NFIL3	24.04072044
ROR2	66.95379796
SPTLC1	20.46864647
IARS	6.680320463
OGN	19.4687067
OMD	70.76682128
ECM2	73.66423709
IPPK	51.63544365
BICD2	8.113969038
SUSD3	90.8499488
C9orf89	77.23631107
NINJ1	67.39353051
FAM120AOS	74.57984459
FAM120A	2.331184868
PTPDC1	76.76043612
ZNF169	29.5343654
HIATL1	54.91837841
FBP2	90.29576532
FBP1	50.40660201
C9orf3	22.12517318
PTCH1	12.4390097
HSD17B3	29.16691766
SLC35D2	44.17806156
ZNF367	34.89548822
HABP4	55.04487681
CDC14B	43.40702367
CTSL2	57.90615023
TDRD7	4.644298536
TMOD1	18.66755015
TSTD2	64.23709415
NCBP1	7.565809289
XPA	81.8806096
C9orf156	48.88259743
HEMGN	36.99174749
ANP32B	66.55623155
NANS	28.2934763
TRIM14	42.22034817
CORO2A	35.67254985
GABBR2	5.993614842
GALNT12	29.46810433
TGFBR1	17.61942052
ALG2	44.88283838
SEC61B	52.1655322
NR4A3	26.51045118
STX17	68.24287694
INVS	30.6126137
TEX10	14.61960123
MSANTD3	46.12975122
TMEFF1	42.94319619
LPPR1	14.80031323
BAAT	42.1179447
MRPL50	82.50105415
ZNF189	29.35967713
ALDOB	46.40081923
TMEM246	35.66050238
GRIN3A	44.22625143
PPP3R2	80.42888983
NIPSNAP3A	81.00716824
NIPSNAP3B	89.41027649
ABCA1	2.620324077
SLC44A1	29.20306006
FKTN	57.47846515
TAL2	83.34437684
TMEM38B	58.23745557
RAD23B	32.35347268
KLF4	43.03957593
ACTL7B	11.54749714
ACTL7A	55.01475815
IKBKAP	74.70031926
FAM206A	69.63435938
CTNNAL1	63.57448346
PTPN3	17.67965785
LPAR1	21.29992169
OR2K2	59.63496175
PTGR1	54.73164267
C9orf84	92.56068912
UGCG	22.99861454
SUSD1	39.94940064
PTBP3	28.82356485
INIP	55.00271068
SLC46A2	84.37443527
ZFP37	45.01536052
SLC31A2	75.67616409
SLC31A1	38.17239925
CDC26	63.82748027
PRPF4	23.29377748
WDR31	38.47358593
HDHD3	67.24896091
ALAD	43.09378953
POLE3	61.45412927
C9orf43	73.16426721
RGS3	95.06053852
AMBP	59.80362629
KIF12	53.13535329
COL27A1	92.50045178
ORM1	85.56713451
ORM2	90.65116559
AKNA	96.21107162
DFNB31	98.04228661
C9orf91	71.16438769
TNFSF15	50.26203241
TNFSF8	41.01560147
TNC	91.53063068
DEC1	74.29672911
PAPPA	15.78820553
ASTN2	3.403409433
TRIM32	13.7702548
TLR4	87.35015963
DBC1	14.13167881
CDK5RAP2	48.09951208
PSMD5	52.53900367
TRAF1	75.29666888
C5	13.788326
RAB14	52.1655322
GSN	93.55460514
STOM	50.81019216
DAB2IP	20.30600566
NDUFA8	46.98512138
MORN5	65.57436299
LHX6	30.73308837
RBM18	35.17257997
MRRF	66.60442142
PTGS1	82.80826456
OR1N1	75.71833022
PDCL	42.28660924
ZBTB6	56.25564725
ZBTB26	14.80031323
RABGAP1	10.72224565
GPR21	20.29998193
STRBP	13.51123426
CRB2	76.74838865
LHX2	24.71537859
NEK6	24.31781218
PSMB7	44.17806156
NR5A1	15.7641106
OLFML2A	91.02463707
RPL35	53.83410638
ARPC5L	45.29245226
GOLGA1	40.88910307
PPP6C	34.154569
RABEPK	85.49484971
HSPA5	14.54731643
MAPKAP1	31.03427504
PBX3	18.35431601
LMX1B	16.66767062
ZBTB43	28.4561171
ANGPTL2	8.08385037
GARNL3	9.029576532
SLC2A8	75.71833022
ZNF79	59.46629721
RPL12	44.2925125
LRSAM1	80.52526956
STXBP1	14.9027167
TTC16	99.07836877
TOR2A	42.81067406
SH2D3C	63.03234745
CDK9	10.1018011
ENG	27.28148907
AK1	56.8580206
ST6GALNAC6	68.36937534
ST6GALNAC4	34.52201675
DPM2	74.29672911
FAM102A	14.80031323
NAIF1	32.10047587
SLC25A25	3.186555027
PTGES2	31.38967532
LCN2	89.66929703
C9orf16	62.26130956
CIZ1	63.12872719
DNM1	11.75230408
GOLGA2	70.65237034
TRUB2	85.57315824
COQ4	77.72423348
SLC27A4	7.348954882
URM1	33.99795193
CERCAM	84.22384194
ODF2	22.84199747
GLE1	11.05957472
SPTAN1	0.277091741
WDR34	27.28148907
SET	48.01517981
PKN3	48.90066863
ZDHHC12	74.57984459
ZER1	14.10156015
TBC1D13	16.77609783
C9orf114	40.14818384
PHYHD1	87.19956629
DOLK	21.7155593
SH3GLB2	45.05150292
FAM73B	40.66622493
DOLPP1	37.61821577
CRAT	83.21185471
PPP2R4	42.0275887
ASB6	26.1369797
PRRX2	58.05071984
TOR1B	35.41352931
TOR1A	53.12330582
C9orf78	20.21564966
NCS1	47.34654539
ASS1	27.39594
PRDM12	27.63688934
EXOSC2	28.97415818
QRFP	92.21131257
FIBCD1	90.03674477
LAMC3	99.04222637
AIF1L	67.64050358
NUP214	5.029817481
FAM78A	30.95596651
PPAPDC3	35.95566532
POMT1	23.37208602
UCK1	26.31166797
MED27	35.57014638
NTNG2	11.58966327
SETX	7.083910608
TTF1	98.73501596
C9orf171	77.94108789
BARHL1	19.3422083
DDX31	73.11607734
GTF3C4	14.8123607
AK8	61.19510873
C9orf9	65.78519366
TSC1	19.40846937
GFI1B	80.14577435
GTF3C5	33.13655804
RALGDS	7.162219143
GBGT1	99.0301789
OBP2B	85.50087344
SURF6	43.58171195
MED22	44.72019758
RPL7A	20.21564966
SURF1	45.59966267
SURF2	82.86247816
SURF4	31.73905186
REXO4	74.18830191
ADAMTS13	95.22920306
SLC2A6	73.54978616
DBH	98.8675381
SARDH	88.6392386
VAV2	7.806758629
BRD3	6.842961267
WDR5	20.55297874
COL5A1	2.554063008
FCN2	86.30203
FCN1	78.58562737
OLFM1	8.782603458
PPP1R26	95.78338654
C9orf116	62.89982531
MRPS2	60.93608819
LCN1	72.81489067
OBP2A	96.12071562
LHX3	37.79290404
GPSM1	28.12481176
CARD9	90.44033492
SNAPC4	98.89163303
SDCCAG3	75.68821155
INPP5E	57.18330221
C9orf163	51.47280284
EGFL7	84.50695741
AGPAT2	90.66321306
FAM69B	26.95620746
LCN6	80.08553702
LCN15	61.58062767
TMEM141	63.55641226
PHPT1	59.99638576
MAMDC4	99.53014879
EDF1	41.06981507
TRAF2	12.71007771
FBXW5	35.79302452
C8G	87.91036685
LCN12	82.63357629
PTGDS	41.54569002
C9orf142	40.58791639
CLIC3	77.14595506
FUT7	93.72929342
C9orf139	95.4701524
NPDC1	71.20053009
ENTPD2	75.57376062
UAP1L1	41.64809349
MAN1B1	39.50966809
DPP7	93.98831396
GRIN1	4.66839347
ANAPC2	6.481537257
SSNA1	49.42473345
NDOR1	84.54309981
RNF208	68.0199988
SLC34A3	85.43461237
TUBB4B	4.258779592
COBRA1	7.385097283
ENTPD8	78.94102765
NELF	17.99891573
PNPLA7	99.50605385
MRPL41	47.29233179
WDR85	75.62797422
ZMYND19	26.43214264
ARRDC1	19.45665924
EHMT1	1.728811517
TUBB8	93.81362569
ZMYND11	9.758448286
DIP2C	0.156617071
IDI2	38.7747726
IDI1	38.6121318
WDR37	4.969580146
ADARB2	76.34479851
PFKP	16.19781941
KLF6	40.53370279
AKR1C1	93.63291368
AKR1C2	86.78392868
AKR1C3	94.87982652
AKR1C4	88.12722125
UCN3	86.68152521
TUBAL3	91.74146136
NET1	14.55936389
CALML5	82.18179628
CALML3	59.83374496
ASB13	54.73164267
GDI2	54.43647973
FBXO18	6.162279381
IL15RA	79.92891994
IL2RA	43.55761701
RBM17	16.60140955
PFKFB3	19.1795675
PRKCQ	22.29383772
KIN	36.3652792
ATP5C1	28.55852057
GATA3	18.77597735
ECHDC3	81.62158906
UPF2	1.638455515
DHTKD1	17.89048852
SEC61A2	14.80031323
NUDT5	39.93132944
CDC123	33.58833805
CAMK1D	19.42051684
CCDC3	51.08126017
OPTN	8.559725318
MCM10	96.68092284
PHYH	69.3151015
SEPHS1	16.56526715
BEND7	74.18830191
PRPF18	26.36588157
FRMD4A	2.981748087
FAM107B	25.55267755
HSPA14	18.64947895
SUV39H2	31.26317692
DCLRE1C	21.75772544
OLAH	54.79790374
C10orf111	71.47762183
RPP38	62.76730317
NMT2	44.25034636
FAM188A	21.60110837
PTER	55.47858563
RSU1	44.10577676
CUBN	99.71086079
TRDMT1	60.67104391
VIM	15.84241913
PTPLA	70.69453647
STAM	10.29456057
SLC39A12	90.56080959
CACNB2	73.8088067
NSUN6	43.51545088
ARL5B	40.32889585
PLXDC2	28.19709656
NEBL	62.65285224
MLLT10	4.831034275
DNAJC1	20.44455153
COMMD3	35.85928559
BMI1	21.95650864
SPAG6	27.68507921
PIP4K2A	14.20998735
ARMC3	76.2905849
ARHGAP21	3.51786037
PRTFDC1	59.23739534
ENKUR	81.00716824
THNSL1	58.40009638
MYO3A	95.07860972
GAD2	19.64339498
ABI1	21.4444913
YME1L1	12.72212517
MASTL	57.70736703
ACBD5	48.44888862
RAB18	48.58141076
MKX	80.84452744
ARMC4	48.17782061
MPP7	34.34130474
WAC	22.37816999
BAMBI	43.2504066
SVIL	19.00487922
MTPAP	17.93867839
MAP3K8	15.31835432
LYZL2	91.76555629
ZNF438	61.07463406
ZEB1	38.26275526
ARHGAP12	3.75880971
KIF5B	6.891151135
EPC1	4.319016927
CCDC7	96.90380098
ITGB1	12.64984037
NRP1	9.481356545
PARD3	24.81778206
CUL2	8.595867719
CREM	45.5153304
CCNY	43.2504066
GJD4	60.19516897
FZD8	6.34901512
ANKRD30A	89.28980182
ZNF248	11.03547979
ZNF25	56.65321366
ZNF33B	89.02475754
BMS1	93.01246913
RET	11.51737847
CSGALNACT2	42.31672791
RASGEF1A	35.41352931
FXYD4	52.4366002
HNRNPF	22.65526173
ZNF485	36.48575387
ZNF32	26.43214264
CXCL12	64.89970484
RASSF4	99.12655864
C10orf10	80.54334076
ZNF22	64.6587555
ALOX5	8.216372508
MARCH8	39.8710921
ZFAND4	90.42828745
ZNF488	94.99427745
RBP3	77.60978254
GDF2	50.78609722
GDF10	30.01024035
MAPK8	18.80609602
ARHGAP22	80.98307331
VSTM4	90.06686344
ERCC6	99.29522318
PGBD3	39.29281369
SLC18A3	24.90813806
CHAT	97.74712367
OGDHL	19.86627312
MSMB	56.46045419
NCOA4	36.83513041
SGMS1	26.31166797
A1CF	11.52942594
PRKG1	8.65008132
CSTF2T	40.91922173
DKK1	39.60002409
MBL2	89.95241251
PCDH15	92.75344859
ZWINT	81.63363653
IPMK	35.66050238
CISD1	52.80404795
UBE2D1	45.6237576
TFAM	41.06981507
PHYHIPL	17.30618637
FAM13C	52.2558882
SLC16A9	23.97445937
CCDC6	25.36594181
ANK3	0.072284802
CDK1	37.93747365
RHOBTB1	16.52912475
C10orf107	47.20799952
RTKN2	41.17824227
ZNF365	63.12872719
ADO	56.62309499
EGR2	25.03463647
NRBF2	44.17806156
CTNNA3	39.60604783
LRRTM3	23.05282814
DNAJC12	57.74953316
SIRT1	18.08927173
HERC4	8.619962653
MYPN	56.56285766
ATOH7	49.73194386
PBLD	39.27474249
HNRNPH3	46.18396482
SLC25A16	16.92669116
TET1	13.09559665
CCAR1	7.517619421
DDX50	13.55942413
KIAA1279	69.59219324
SRGN	61.4059394
VPS26A	37.21462562
SUPV3L1	10.33070297
HKDC1	22.03481718
HK1	3.126317692
TACR2	87.95855671
TSPAN15	85.36232757
C10orf35	65.41172219
H2AFY2	32.59442202
AIFM2	85.47677851
SAR1A	53.83410638
PPA1	36.41346907
LRRC20	44.17806156
EIF4EBP2	60.15902656
NODAL	92.51852298
PRF1	75.23643154
ADAMTS14	86.3381724
TBATA	89.50665623
UNC5B	93.91602915
SLC29A3	90.57888079
PSAP	27.52846214
