Gene_Name	RVIS	LoF_FDR_ExAC	RVIS_ExAC	geneCov_ExACv2	RVIS_ExACv2	MTR_ExACv2
DKFZP761J1410		0.005860635				
DKK1	76.81	0.4819271	39.60002409	0.9950799509999999	43.16715543	93.34799977
DKK2	60.09	0.02348012	66.026143	1.0	62.17008798	64.30845829
DKK3	86.17	0.7621174	42.39503644	0.954423592	72.18963832	49.82342384
DKK4	26.23	0.2704376	39.60002409	1.0	54.03714565	44.53192844
DKKL1	96.11	0.7048201	95.65086441	1.0	92.69794721	68.3205002
DLAT	74.63	0.4004203	28.94403952	0.999498998	42.76637341	65.88895965
DLC1	24.64	6.24534e-12	28.65490031	0.970690715	43.83186706	76.87141782
DLD	45.26	0.0043549190000000005	16.61345702	1.0	28.87585533	33.78104556
DLEC1	64.93	0.07149041	81.82037227	1.0	69.56989247	71.55676489
DLEU7		0.9772434000000001				
DLG1	76.41	1.4317e-07	39.94940064	0.922643282	41.65200391	40.87882823
DLG2	3.04	2.30525e-05	2.192638998	0.9564362	6.441837732000001	19.92705378
DLG3	35.99	0.00015595799999999999	10.0591716	0.89623312	7.36677116	6.987784402999999
DLG4	15.76	0.008391847	6.059875911000001	0.887696119	14.50635386	1.841023563
DLG5	1.13	1.01341e-09	6.1080657789999995	0.9592114209999999	32.92277615	24.63382157
DLGAP1	3.05	0.0008091439999999999	1.614360581	0.8960920929999999	3.2453567939999997	17.75603543
DLGAP2	3.0	1.42445e-05	17.28209144	0.96440794	50.13685239	49.09975106
DLGAP3	10.8	4.50258e-05	2.602252876	0.8914650540000001	12.7370479	11.7234991
DLGAP4	14.26	0.0007291260000000001	11.96915848	0.983110261	14.26197458	17.79077172
DLGAP5	37.66	0.002046432	77.92301669	0.954142012	52.47311828	62.42690905
DLK1	81.6	0.1699572	25.50448768	1.0	44.44770283	65.33317895
DLK2	42.06	0.09818887	57.90615023	0.933219178	69.44281525	35.91732762
DLL1	6.89	9.246639999999999e-05	29.5343654	0.8517179020000001	43.57771261	12.76558791
DLL3		0.9604199000000001		0.6226912929999999	46.78396872	75.69038384
DLL4	4.56	0.002987065	10.51743871	1.0	22.77614858	14.762924800000002
DLST	14.57	0.0028239209999999996	13.47509186	1.0	25.38611926	90.6269901
DLX1	38.28	0.09185287	41.27462201	0.972938144	33.50928641	6.4841081460000005
DLX2	41.25	0.1764771	63.70098187	0.7698492459999999	49.67741935	90.48804493
DLX3	31.69	0.7336458	48.74405156	1.0	38.60215054	59.82747641
DLX4	74.18	0.8021772	48.99102464	0.9649122809999999	41.21212121	91.76749841
DLX5	35.75	0.146795	23.14920788	1.0	22.50244379	88.86701789
DLX6	41.25	0.10357939999999999	56.6773086	0.619101124	54.34995112	13.18821282
DMAP1	13.45	0.09701329	24.83585326	1.0	37.99608993	7.51461819
DMBT1	99.72	0.06914499	99.88554906	0.74442953	99.87292278	49.59763793
DMBX1	36.07	0.022334599999999996	76.97729052	1.0	54.07624633	22.49753951
DMC1	43.29	0.09214927	24.54671405	1.0	22.72727273	19.71284664
DMD	11.28	9.26139e-33	97.78106509	0.998786513	80.2507837	44.91402767
DMGDH	64.92	0.7985312	58.59285585	0.961292747	51.95503421	73.18358131
DMKN	77.98	0.607576	71.42943196	0.853632479	90.86999022	97.71898338
DMP1	80.3	0.44072829999999996	92.53057045	1.0	83.64613881	74.329879
DMPK	13.15	0.15906099999999998	35.93759412	0.819412039	48.27956989	31.33792624
DMRT1	25.56	0.08294365	40.08192278	0.818101933	47.94721408	76.5182655
DMRT2		0.01881527	70.16444792	0.731581953	70.88954057	91.81960285
DMRT3	84.1	0.2973792	80.66983917	0.843991567	73.11827957	84.14867134
DMRTA1		0.6385334	63.94795494	0.8071099409999999	52.44379277	93.18589706
DMRTA2						
DMRTB1		0.2594844	69.58616951	0.7098943320000001	84.86803519	41.55039657
DMRTC1						
DMRTC1B						
DMRTC2	21.41	0.01337196	56.15324378	0.969964664	49.58944282	34.39472008
DMTF1	45.36	0.00047282199999999997	77.07367026	1.0	53.30400782	25.06802524
DMWD	19.54	0.7126869	11.89084995	0.7648211659999999	15.02443793	6.761998495
DMXL1	11.89	3.0897900000000002e-21	3.373290766	0.98583539	5.014662757	41.45197707
DMXL2	2.0	7.03198e-22	0.48792241399999997	0.992997199	0.7722385140000001	34.57998032
DNA2		0.11039460000000001		0.9874348759999999	39.13000978	57.29751636
DNAAF1	98.97	0.04568845	99.16270104	0.968046805	97.87878788	94.0890407
DNAAF2		0.9243059000000001	89.8439853	0.7775574940000001	87.81036168	72.48306606
DNAAF3	84.61	0.7120965	87.50075297	0.760288066	76.42228739	87.30388468
DNAH1	28.64	2.11117e-07	99.69881332	0.976186842	98.48484848	51.17234991
DNAH10	94.1	0.004275239	97.43388952	0.967575051	99.19843597	62.61216928
DNAH10OS		0.9716714				
DNAH11			99.86747786	0.973477477	99.5601173	
DNAH12	88.36	0.1441449	91.37401361	0.971004243	78.62170088	67.39998842
DNAH14	94.67	0.812				
DNAH17-AS1		0.546744				
DNAH2	1.09	2.07022e-07	1.855309921	0.9470822	2.521994135	35.12418225
DNAH3	3.73	0.09877385	96.88572978	0.9993648270000001	97.61485826	55.6185955
DNAH5	40.16	3.59015e-06	96.94596711	0.9854796640000001	95.91397849	59.89115961
DNAH6	97.72	0.14768710000000002				
DNAH7	99.82	0.000162919	92.27154991	0.995864082	98.20136852	61.35008395
DNAH8		7.593609999999999e-05		0.99606571	82.64907136	51.59497482
DNAH9	78.06	0.001093015	98.29528342	0.9694895509999999	96.74486804	69.75626701
DNAI1	32.23	0.0606072	68.309138	0.953839122	74.58455523	61.80744515
DNAI2	54.12	0.805379	67.32124571	1.0	78.35777126	88.02176808
DNAJA1	19.31	0.04492452	15.53520872	1.0	19.99022483	12.00138945
DNAJA2	31.46	0.006607905	21.6974881	1.0	24.78983382	9.436693105
DNAJA3	16.53	0.008065405	55.29787362	0.940397351	41.38807429	92.68222081
DNAJA4	83.98	0.5386073	33.20884284	0.939882698	36.48093842	56.02385225
DNAJB1	7.37	0.04243376	8.294681042999999	1.0	14.77028348	10.64088462
DNAJB11	49.76	0.02093672	50.81019216	1.0	42.57086999	18.14392404
DNAJB12	45.36	0.15351789999999998	37.43148003	1.0	39.07135875	50.76709315
DNAJB13	76.31	0.08319808	79.92891994	1.0	71.02639296	53.25073815
DNAJB14	32.94	0.005687601	24.54671405	1.0	23.22580645	14.25924854
DNAJB2	43.57	0.6960948	62.49021143	0.974459725	49.34506354	16.719735999999997
DNAJB4	31.46	0.009350649	29.60062647	1.0	29.3255132	24.42540381
DNAJB5	25.15	0.2391091	31.95590627	0.756588072	37.23362659	8.255659121
DNAJB6	43.29	0.009817044	44.17806156	0.798664122	36.64711632	24.70908354
DNAJB7	85.1	1.0	74.50755979	1.0	75.02443793	94.58113819
DNAJB8	27.88	0.6807831999999999	67.46581531	1.0	57.34115347	74.97250043
DNAJB9	66.82	0.04472717	57.98445877	1.0	64.74095797	61.68007874
DNAJC1	19.54	0.6761086	20.44455153	0.900526624	39.07135875	86.97388989
DNAJC10	85.73	0.000738377	27.20920426	1.0	21.09481916	42.76037747
DNAJC11	42.16	2.42745e-07	13.55942413	1.0	26.63734115	18.79812424
DNAJC12	72.23	0.6529414000000001	57.74953316	1.0	47.97653959	76.28669021
DNAJC13	65.77	6.453930000000001e-18	1.764953918	1.0	1.8181818180000002	33.46262954
DNAJC14	30.56	1.54271e-07	23.66122523	0.997181775	28.34799609	22.98963701
DNAJC15	65.56	0.9694370000000001	63.70098187	1.0	50.32258065	73.84936027
DNAJC16	5.26	0.01502005	33.16667671	1.0	21.485826	57.29172697
DNAJC17	75.29	0.2574582	64.99608457	1.0	54.33040078	89.24332774
DNAJC18	14.4	0.09337021	68.44768387	1.0	62.30694037	40.78619811
DNAJC19	47.79	0.5467538000000001	60.69513885	1.0	54.44770283	37.26625369
DNAJC2	48.35	6.53292e-05	22.26371905	0.99119171	14.63343109	25.64117409
DNAJC21	42.23	0.04090101	49.22595024	0.9848229340000001	72.58064516	49.95657963
DNAJC22	27.69	0.7977491	61.84567195	0.9271844659999999	49.77517107	46.68557865
DNAJC24	75.87	0.9951561999999999	59.88193482	1.0	57.85923754	85.65970011
DNAJC25		0.6962308	44.17806156	0.6913242009999999	36.95014663	35.68575233
DNAJC25-GNG10		1.0				
DNAJC27	44.89	0.2827913	48.42479369	1.0	50.66471163	50.4892028
DNAJC28	71.41	0.416754	65.44184085	0.958868895	60.01955034	88.97122677
DNAJC3	23.25	0.001266175	31.84747907	1.0	45.20039101	37.54993342
DNAJC30	76.96	0.7556364999999999	60.41804711	1.0	55.4056696	63.86267585
DNAJC4	58.53	0.7687878	53.12330582	0.968936679	64.2913001	93.68957332
DNAJC5	30.07	0.1218636	27.07065839	0.9868637109999999	30.08797654	3.519944422
DNAJC5B	60.09	0.5748061	79.96506235	1.0	57.67350929	94.27430093
DNAJC5G	74.18	0.7688389	74.57984459	1.0	70.49853372	99.28790598
DNAJC6	16.07	7.927230000000001e-06	4.662369737	0.9302557290000001	9.042033236	34.99102646
DNAJC7	25.15	1.61422e-05	26.09481357	1.0	28.53372434	9.448271869
DNAJC8	49.39	0.1520261	43.95518342	1.0	40.46920821	21.58281711
DNAJC9	71.08	0.1447851	52.35829167	0.968710889	50.16617791	84.58866439
DNAL1	69.83	0.7993585999999999	57.91217397	0.763727121	48.70967742	73.40936722
DNAL4	46.2	0.5012588	68.15252093	1.0	57.93743891	94.77218781
DNALI1	75.43	0.8770163000000001	22.46852599	1.0	36.88172043	40.40988826
DNASE1	75.63	0.854981	98.12661888	1.0	95.17106549	98.83633416
DNASE1L1	51.66	0.4123178	59.31952663	0.9935691320000001	63.166144200000005	18.06866207
DNASE1L2	46.74	0.9636875	69.41750497	0.8673913040000001	87.10654936	97.88108609
DNASE1L3	72.6	0.1677188	80.03132341	1.0	67.74193548	88.01018931
DNASE2	76.05	0.22393920000000003	47.11764352	0.965548504	59.75562072	69.4957448
DNASE2B	89.07	0.9201598	66.77308596	0.9674502709999999	49.54056696	54.28703757
DND1		0.2173074		0.838919926	52.67839687	36.38626759
DNER	8.1	0.0020741320000000002	53.70760798	0.877099912	65.90420332	57.40172524
DNHD1	99.88	0.1678447				
DNLZ		0.8952725	94.02445636			
DNM1	19.54	0.01049831	11.75230408	0.898525281	14.27174976	6.970416257
DNM1L	8.75	0.06751334	8.595867719	1.0	15.73802542	9.141434609
DNM2	4.71	6.872960000000001e-06	3.87928438	0.9425246829999999	7.7028348	4.521507555
DNM3	6.72	0.01730181	11.342690199999998	0.969087523	21.94525904	16.88762809
DNMBP	23.26	0.005314235	15.79422926	0.7869122	10.62561095	59.85063394
DNMT1	3.33	3.8992599999999993e-10	0.969821095	0.983988931	2.443792766	8.452498118
DNMT3A	6.48	1.0	2.108306729	0.9421515559999999	3.57771261	5.540438835
DNMT3B	2.54	4.44895e-07	22.61911933	1.0	40.21505376	58.71012563
DNMT3L	22.65	0.5099917	80.41081863	0.996677741	67.47800587	89.82805535
DNPEP	69.37	0.3932492	35.81109572	0.94486692	39.44281525	57.98066346
DNTT	33.42	0.09502970000000001	80.31443889	1.0	78.22091887	83.33236844
DNTTIP1	54.95	0.1868572	33.91964339	0.896917148	39.80449658	22.17912349
DNTTIP2	43.98	0.02511708	66.15264141	0.957298475	40.51808407	61.16482371
DOC2A	19.73	0.2588227	68.59827721	0.90960452	67.80058651	67.97892665
DOC2B		0.8282665000000001				
DOCK1		3.40046e-09		0.96913896	10.36168133	25.60064841
DOCK10	7.38	3.07183e-07	27.79953015	0.938896952	12.11143695	51.09129856
DOCK11	47.26	1.53594e-06	33.43195266	0.9833592529999999	30.56426332	18.32339489
DOCK2	6.1	3.32671e-10	8.842840792999999	0.9921011059999999	14.48680352	17.22920164
DOCK3	2.01	1.57627e-11	0.801156557	0.963656562	0.654936461	11.85665489
DOCK4	11.53	1.38658e-10	5.5840009639999995	0.9108927109999999	11.61290323	34.28472182
DOCK5	1.15	4.97231e-09	33.49195832	0.9747671459999999	32.96187683	51.09708794
DOCK6	9.42	0.26894559999999995	88.02481778	0.918351232	87.22385142	40.94251143
DOCK7	0.88	8.49788e-09	0.33732907700000003	0.956767197	0.8015640270000001	19.34811556
DOCK8	1.9	2.34239e-09	12.20408409	0.983508015	22.76637341	59.39906212
DOCK9	0.67	1.10472e-11	1.4697909759999999	0.9331724240000001	3.176930596	25.67591038
DOHH		0.7559028				
DOK1	15.12	0.2096015	46.87067044	1.0	47.47800587	80.97608985
DOK2	25.73	0.6400332	86.36226733	0.8557768920000001	67.67350929	88.06808314
DOK3	47.2	0.3528376	95.03041985	0.778851315	87.21407625	51.12024547
DOK4	15.76	0.1855164	32.57032709	1.0	28.78787879	34.07051468
DOK5	18.44	0.1600083	62.53237757	1.0	58.70967742	46.25137498
DOK6	71.27	0.05360097	25.60086742	1.0	37.51710655	18.72865165
DOK7		0.06516249	99.39160292	0.833008447	98.89540567	96.79268222
DOLK	11.18	0.09857961	21.7155593	1.0	23.88074291	18.75759856
DOLPP1	28.63	0.2257985	37.61821577	1.0	46.74486804	22.90858565
DOM3Z	65.96	0.9876156999999999	79.85663514			
DONSON	72.38	0.4066126	76.0375881	0.814047208	49.33528837	95.39165171
DOPEY1	7.62	5.80794e-13	1.060177098	0.994872469	1.3196480940000002	28.69796793
DOPEY2	0.28	0.00019554400000000002	71.05596048	0.992752593	50.98729228	56.90962774
DOT1L	0.45	4.98111e-08	0.596349617	0.962939432	2.179863148	15.27239044
DPAGT1	58.53	0.7535715000000001	17.27606771	1.0	25.44477028	64.85266022
DPCD	74.18	0.6638558000000001	64.30335522	1.0	60.40078201	82.63185318
DPCR1	99.06	0.24564789999999997				
DPEP1	13.1	0.2510771	62.12878742	1.0	61.31964809	40.79777688
DPEP2	40.45	0.7311645	72.45949039	0.9432197729999999	59.60899316	84.51340242
DPEP3	64.61	0.8818171999999999	65.05029817	0.9017743979999999	70.24437928	34.93313263
DPF1	31.69	0.006851975	16.68574182	0.749052312	36.44183773	36.01574712
DPF2	24.0	3.90591e-05	17.87844106	0.9635499209999999	22.04301075	11.1677184
DPF3	20.54	0.006109523	57.53267875	0.6711084190000001	55.86510264	19.28443235
DPH1	76.36	0.7523768	94.04252756	1.0	94.50635386	98.87685984
DPH2	43.77	0.057810400000000005	44.19613276	0.926845638	48.89540567	87.0028368
DPH3	60.96	0.8395419	54.13529305	1.0	60.47898338	97.89266485
DPH5	72.01	0.2829665	48.74405156	1.0	42.50244379	45.56243849
DPM1	56.64	0.02073849	64.45394856	0.9055555559999999	42.86412512	14.64134777
DPM2	78.16	0.8525146999999998	74.29672911	0.921348315	63.97849462	36.44416141
DPM3	52.85	0.5487314	42.37696524	1.0	44.94623656	53.84125514
DPP10	75.65	6.97477e-09	75.64002169	0.95440613	57.57575758	55.56649106
DPP3	88.89	0.4483656	44.37684477	1.0	69.11045943	41.24934869
DPP4	8.9	0.2185018	14.95693031	1.0	23.31378299	57.89382273
DPP6		0.000616645		0.869966185	43.4799609	29.7516355
DPP7	69.57	0.9678228999999999	93.98831396	0.9227242959999999	91.24144673	98.94633243
DPP8	13.05	8.276210000000001e-06	26.2273357	1.0	27.59530792	18.942858800000003
DPP9	12.53	1.96746e-05	7.373049816	0.8595281309999999	26.10948192	36.478897700000005
DPPA2	72.23	0.8360988000000001	30.63670863	1.0	39.47214076	59.74642506
DPPA3	82.45	0.3085461	61.405939399999994	1.0	52.83479961	80.88345973
DPPA4	61.49	0.2827103	56.7857358	1.0	55.74780059	40.98882649
DPPA5	69.83	0.9520457	47.64170833	1.0	48.8856305	25.05065709
DPRX	55.22	0.8648834999999999	46.18396482	1.0	61.95503421	83.6044694
DPT	85.04	0.6465109	92.44623818	1.0	85.61094819	54.71545186
DPY19L1	26.53	0.01823626	16.41467381	0.955492424	21.73020528	27.11167718
DPY19L2	94.4	0.1759836	48.35250889	0.8941126640000001	35.01466276	46.05453598
DPY19L3	15.91	0.004023727	12.39081983	1.0	26.38318671	22.59595901
DPY19L4	72.71	0.6081063	85.75387025	0.985294118	83.43108504	87.51809182
DPY30	58.0	0.5674617	59.12896813	1.0	50.70381232	2.558906965
DPYD	95.02	0.02845333	80.74212397	1.0	59.01270772	76.04353615
DPYS	7.71	0.8639223	24.22745618	0.8329145729999999	24.79960899	65.53580733
DPYSL2	13.45	0.01033625	14.17384495	0.832785345	17.45845552	3.323105425
DPYSL3	29.16	0.0028877670000000003	13.607614000000002	0.801860465	17.80058651	15.37080993
DPYSL4	3.57	0.3927343	4.379254262	0.972896669	11.60312805	28.05534649
DPYSL5	22.51	0.000999509	8.662128787	1.0	17.10654936	9.876686158
DQX1	40.45	0.7142294	31.62460093	0.891066545	46.08993157	50.19394431
DR1	73.79	0.12848969999999998	59.67712788	1.0	49.75562072	2.11312453
DRAM1	36.86	0.6671611	26.22131197	0.8205128209999999	31.16324536	34.37156255
DRAM2	39.95	0.4255899	51.96072526	1.0	36.01173021	38.74833555
DRAP1	27.42	0.4602088	49.32232998	0.852024922	40.01955034	13.68031031
DRD1	26.53	0.02290383	32.30528281	1.0	33.61681329	6.640421467
DRD2	18.06	0.09449555	19.14342509	1.0	30.20527859	5.789382272999999
DRD3	29.16	0.36503240000000003	50.40660201	0.97792314	58.99315738	14.77450356
DRD4		0.9910996				
DRD5	75.43	1.0	78.96512258	0.947698745	65.02443793	91.62855323
DRG1	39.68	0.04981517	23.61303536	1.0	21.75953079	5.2393909569999995
DRG2	67.03	0.1095751	23.52870309	0.942257218	52.13098729	96.90846987
DRGX	51.66	0.1802156	48.7862177	0.954433498	53.20625611	42.53459156
DROSHA	23.66	9.58017e-06	4.487681465	0.943804373	6.099706745	11.10982458
DRP2	23.57	0.05122702	8.431952662999999	0.958079784	14.89028213	26.60221154
DSC1	86.85	0.02913885	90.48852479	1.0	73.12805474	65.58212239
DSC2	5.67	0.01576841	22.48057346	0.9746970779999999	25.06353861	48.96659526
DSC3	71.68	0.9248544	83.30221071	0.974191203	62.96187683	56.65489492
DSCAM	0.43	6.6800399999999996e-15	0.18673573899999998	0.99237879	0.586510264	16.07711457
DSCAML1	0.15	8.43925e-10	0.313234143	0.95950541	0.674486804	19.16285532
DSCC1	51.66	0.3772388	57.70134329	0.9003294890000001	54.74095797	94.26272217
DSCR3	34.6	0.201692	38.31094512	1.0	42.6686217	85.9896949
DSCR4		0.9480542	58.10493344	1.0	59.33528837	82.67237886
DSCR6	89.96	0.9808921	84.54912355			
DSE	29.54	0.002038036	38.13023312	0.9481507090000001	31.09481916	27.70219418
DSEL	39.28	0.009131329	44.77441118	1.0	45.90420332	35.28628495
DSG1	96.1	3.41499e-07	91.52460695	1.0	68.26979472	58.11960864
DSG2	98.32	0.01379813	94.34371423	0.9862291240000001	87.89833822	72.92305911
DSG3	14.81	0.4165928	48.50310222	0.98496732	46.8914956	51.65865802
DSG4	97.05	0.001991695	91.21739654	1.0	63.11827957	91.40276732
DSN1	43.29	0.7630829	37.81699898	1.0	34.53567937	54.17703931
DSP	1.32	1.20424e-15	2.14444913	0.99586587	1.065493646	42.36669947
DSPP	99.66	0.4967438				
DST	20.71	2.5733099999999997e-37	0.19878320600000002	0.9860098159999999	0.283479961	35.0083946
DSTN	58.0	0.1783165	38.71453527	0.990196078	35.32746823	11.17350779
DSTYK	60.68	0.003167536	34.35937594	0.995066949	48.5826002	36.36889944
DTD1	38.28	0.3087222	51.68363352	0.9303405570000001	53.44086022	17.0149945
DTHD1	95.84					
DTL	57.41	0.023817599999999998	3.843141979	1.0	6.0606060610000005	21.14282406
DTNA	21.65	0.0006709810000000001	21.98060358	0.910261265	18.1427175	39.76147745
DTNB	12.46	0.003925993	31.62460093	0.982617587	39.81427175	54.29282696
DTNBP1	84.61	0.5875637	39.12414915	1.0	45.87487781	52.47496092
DTWD1	63.0	0.5611073000000001	40.9493404	0.994606257	31.80840665	52.26075378
DTWD2	24.19	0.6692056	78.01337269	0.893730074	71.66177908	90.25646963
DTX1	10.37	0.8800998999999999	5.80085537	0.7678100259999999	9.648093842	20.00810514
DTX2	15.36	0.1578825	46.62369737	0.844818517	65.93352884	45.18033926
DTX3	22.09	0.05919216	30.73308837	1.0	36.8914956	10.43825624
DTX3L	29.43	0.1929628	51.18366363	1.0	28.32844575	75.96827419
DTX4	33.42	0.01227405	15.16173724	0.967758985	23.27468231	23.05910959
DTYMK	20.26	0.29082600000000003	40.79272333	0.798473282	35.11241447	75.28512708
DUOX1	1.04	0.2189036	45.65387627	0.921195652	65.96285435	54.15388178
DUOX2	68.52	0.984339	99.56026745	0.912670157	99.20821114	73.35726278
DUOXA1	70.52	0.32157579999999997	59.76146015	0.9822485209999999	55.17106549	53.21600185
DUOXA2	25.37	0.9856874	52.31612553	1.0	54.32062561	98.94054304
DUPD1	83.25	0.9993496	90.70537919	1.0	79.24731183	78.94980606
DUS1L	10.8	0.375411	26.53454611	0.9523809520000001	34.78005865	94.84166039
DUS2L	26.85	0.06990632	56.27371845			
DUS3L	15.32	0.8852949000000001	19.69760858	0.981009495	50.89931574	86.6091588
DUS4L	55.22	0.7506537	52.22576953	1.0	51.14369501	86.70178892
DUSP1		0.7273813	34.154569	0.663978495	36.44183773	12.74821976
DUSP10	22.51	0.0504411	17.19173544	0.9890185309999999	28.211143699999997	23.88699126
DUSP11	67.92	0.4037284	22.65526173	0.984562607	24.43792766	29.70532044
DUSP12	43.57	0.4611332	64.21299922	1.0	56.49071359	92.93695363
DUSP13	94.97	0.7903201	95.89783748	0.827848101	89.27663734	41.9324958
DUSP14	32.62	0.15129160000000003	34.89548822	1.0	37.61485826	24.82487119
DUSP15		0.9412434000000001		0.658238173	82.98142717	97.37740983
DUSP16	13.05	0.01919327	11.13185953	1.0	20.58651026	41.22619117
DUSP18	39.95	0.45550150000000006	72.61008373	1.0	73.76344086	98.45423493
DUSP19	60.09	0.6867683000000001	86.05505692	1.0	73.76344086	50.35604701
DUSP2		0.1740036		0.5235109720000001	48.45552297	81.42766167
DUSP21	67.92	0.9919799000000001	68.93491124	1.0	63.63636364	92.67064204
DUSP22	71.41	0.3654731	87.4164207	1.0	71.43695015	90.80646095
DUSP23		0.8164031				
DUSP26	32.94	0.6755515999999999	33.91964339	1.0	34.2913001	27.08851965
DUSP27	90.27	0.6835864	98.89765677	0.9095333520000001	98.63147605	83.43657732
DUSP28		0.671784				
DUSP3	31.46	0.16344560000000002	38.17239925	0.775618375	41.6226784	86.93915359
DUSP4	24.19	0.37094770000000005	73.70037950000001	0.9706098459999999	44.03714565	35.83048689
DUSP5	94.52	0.5338691	67.68869345	0.797772065	73.29423265	67.52156545
DUSP6	61.49	0.05565904	33.07029697	1.0	34.45747801	23.24436983
DUSP7	24.0	0.6033888000000001	25.87795916	0.834384858	27.14565005	6.165692121
DUSP8		0.4136559				
DUSP9		0.22505229999999996	40.23668639	0.67755804	30.2507837	14.41556186
DUT		0.6601696	42.37696524	0.723429952	38.44574779999999	30.57951717
DUX4						
DUX4L3						
DUX4L4						
DUX4L7						
DUXA	68.98	0.7181159	59.56870068	1.0	52.67839687	53.62704799
DVL1	6.06	0.004414132	20.4927414	0.8698694029999999	43.77321603	32.81421872
DVL2	5.69	0.0251792	40.15420758	1.0	31.98435973	36.28205870000001
DVL3	9.17	0.004102917	15.00512017	1.0	18.97360704	32.06738841
DYDC1	51.4	0.6293300999999999	52.35829167	0.9404332129999999	44.56500489	78.66033694
DYDC2	88.96	0.5237326	77.97120655	0.94047619	60.96774194	51.5023447
DYM	13.67	0.10408030000000001	13.30642732	1.0	23.82209189	68.81838708
DYNC1H1	0.04	8.035830000000001e-22	0.012047467	1.0	0.009775171	1.667342095
DYNC1I1	18.72	0.08093429	11.96313475	0.945584726	14.78983382	35.70312048
DYNC1I2	18.44	0.6603405	23.10101801	0.93022113	43.27468231	23.38910438
DYNC1LI1	80.2	0.0007661289999999999	82.65767122	1.0	80.17595308	61.44271406
DYNC1LI2	14.97	0.0320404	13.42087826	1.0	33.68523949	20.378625600000003
DYNC2H1	29.56	5.56553e-13	55.06294802	0.8893316290000001	40.31280547	34.13998726
DYNC2LI1	95.87	0.294657	76.97729052	1.0	73.81231672	92.64169513
DYNLL1	62.38	0.5247995	54.75573761	1.0	49.1202346	0.445782435
DYNLL2	58.0	0.43643770000000004	51.83422685	1.0	48.52394917	0.393677995
DYNLRB1	52.85	0.13294229999999999	49.20787904	1.0	44.43792766	7.5435651020000005
DYNLRB2	59.76	0.1268213	76.99536173	0.768261965	61.57380254	84.40340416
DYNLT1	44.54	0.318639	35.17257997	1.0	42.41446725	45.51033405
DYNLT3	52.85	0.26942109999999997	62.27810651	0.91280654	52.03761755	21.99386325
DYRK1A	25.64	1.63539e-05	11.93301608	1.0	10.439882699999998	4.527296937
DYRK1B	11.18	0.01177199	15.38461538	0.756490135	20.96774194	16.22763851
DYRK2	18.72	0.001847603	8.65008132	0.9156560090000001	17.75171065	32.854744399999994
DYRK3	65.96	0.38510759999999994	28.14890669	0.956013363	25.32746823	35.21681237
DYRK4	53.98	0.7903832	43.51545088	1.0	67.88856305	87.28651653
DYSF	4.85	0.003013806	79.3988314	0.939416493	94.33040078	44.01667342
DYTN	98.83	0.657288	95.90386121	1.0	89.75562072	57.21067562
DYX1C1	91.85	0.3758188	83.63953979	0.9198855509999999	70.70381232	93.23800151
DZANK1	81.01	0.6702034	89.11511355	0.91391863	82.73704790000001	90.97435304
DZIP1	15.32	0.6633133000000001	23.70339136	0.9701492540000001	37.20430108	81.0571412
DZIP1L	54.12	0.9554902	85.74784652	0.994934572	88.29912023	50.74393562
DZIP3	6.91	0.01007108	13.56544786	0.959701094	25.56207234	55.80385573
E2F1	72.38	0.08771249	66.86946569	0.794469357	66.32453568	25.36907312
E2F2	93.16	0.007978696	24.40214445	0.986547085	41.39784946	32.84895502
E2F3	74.18	0.08121564	71.59207277	0.940443213	45.81622678	58.23539628
E2F4	13.94	0.1263406	36.87127281	0.891236307	18.59237537	85.42233544
E2F5	66.57	0.6547573	23.998554300000002	0.7427502340000001	26.34408602	91.46645053
E2F6	56.64	0.06253628	57.74953316	0.959367946	54.27174976	38.95675331
E2F7	60.71	0.0015472270000000002	50.51502922	1.0	50.35190616	24.88276501
E2F8	13.1	1.4437299999999998e-06	6.005662309	1.0	18.36754643	35.08365657
E4F1	14.24	0.02093672	69.14643696	0.832571666	88.76832845	93.16273954
EAF1	83.14	0.4830828	60.86982712	0.873035067	60.33235582	49.70184681
EAF2	63.2	0.5674617	60.23131137	1.0	66.6568915	68.40734094
EAPP	76.96	0.5974115	29.16691766	1.0	45.42521994	86.10548255
EARS2	57.31	0.7303397	79.66387567	0.9180708890000001	74.56500489	69.31627395
EBAG9	46.2	0.05681379	45.20811999	1.0	41.58357771	11.80455045
EBF1	23.25	0.00749586	7.15619541	0.9515250540000001	19.33528837	10.20089156
EBF2	17.16	0.0038524909999999996	8.023613035	0.9664429529999999	10.63538612	14.270827300000002
EBF3	16.44	0.007137049	6.7767001989999995	1.0	8.543499511	8.944595612
EBF4		0.9266939000000001				
EBI3	22.36	0.31647040000000004	59.43015481	0.980169972	73.70478983	62.75111446
EBLN1		0.9982620000000001				
EBLN2	89.44	0.1452793	88.71754714	0.881562882	78.92473118	55.67069994
EBNA1BP2	76.96	0.7302825	47.762183	0.871657754	37.80058651	58.28171134
EBP	42.88	0.07912535	82.10059172	0.9177304959999999	71.78683386	8.753545997
EBPL	42.88	0.6471729	43.95518342	0.694864048	53.21603128	98.63370578
ECD	57.52	0.29082600000000003	79.62773327	0.9506232020000001	64.69208211	79.74874081
ECE1	15.32	5.06942e-05	37.22667309	0.93533123	19.82404692	22.99542639
ECE2	10.59	0.7994255	21.6071321	0.975973236	48.19159335	55.39280959
